frame,time,class,probability
0,0:00:00,blawoo1,0.08942028880119324
1,0:00:05,blawoo1,0.058640990406274796
2,0:00:10,blawoo1,0.08888573199510574
3,0:00:15,comrav,0.10022030770778656
4,0:00:20,blawoo1,0.054923489689826965
5,0:00:25,blawoo1,0.2016659826040268
6,0:00:30,blawoo1,0.46584904193878174
7,0:00:35,blawoo1,0.5641270279884338
8,0:00:40,loeowl,0.11735021322965622
9,0:00:45,blawoo1,0.5054578185081482
10,0:00:50,loeowl,0.02717672474682331
11,0:00:55,comrav,0.04292798042297363
12,0:01:00,comrav,0.15189649164676666
13,0:01:05,tawowl1,0.03875240683555603
14,0:01:10,blawoo1,0.12801383435726166
15,0:01:15,loeowl,0.03064621053636074
16,0:01:20,tawowl1,0.060273781418800354
17,0:01:25,jacsni,0.08337725698947906
18,0:01:30,whtspa,0.03327769786119461
19,0:01:35,blawoo1,0.17597036063671112
20,0:01:40,blawoo1,0.39482566714286804
21,0:01:45,loeowl,0.029555669054389
22,0:01:50,eurcoo,0.05542813986539841
23,0:01:55,tawowl1,0.04257992282509804
24,0:02:00,tawowl1,0.04475805535912514
25,0:02:05,loeowl,0.07223664224147797
26,0:02:10,tawowl1,0.10442820936441422
27,0:02:15,tawowl1,0.04649221524596214
28,0:02:20,blawoo1,0.12740369141101837
29,0:02:25,blawoo1,0.48559725284576416
30,0:02:30,blawoo1,0.8626631498336792
31,0:02:35,loeowl,0.16105203330516815
32,0:02:40,blawoo1,0.33742469549179077
33,0:02:45,comrav,0.0754600316286087
34,0:02:50,blawoo1,0.09214560687541962
35,0:02:55,blawoo1,0.4042639434337616
36,0:03:00,blawoo1,0.7473415732383728
37,0:03:05,whiwag,0.09725018590688705
38,0:03:10,blawoo1,0.09303854405879974
39,0:03:15,blawoo1,0.2053411453962326
40,0:03:20,blawoo1,0.13653908669948578
41,0:03:25,blawoo1,0.7280412912368774
42,0:03:30,blawoo1,0.45019981265068054
43,0:03:35,slgrol1,0.1607324630022049
44,0:03:40,blawoo1,0.6463569402694702
45,0:03:45,blawoo1,0.07628890872001648
46,0:03:50,loeowl,0.08207903057336807
47,0:03:55,comrav,0.19080018997192383
48,0:04:00,comrav,0.14332303404808044
49,0:04:05,blawoo1,0.5936378240585327
50,0:04:10,blawoo1,0.14155030250549316
51,0:04:15,blawoo1,0.5378649234771729
52,0:04:20,blawoo1,0.06636992841959
53,0:04:25,blawoo1,0.08675485849380493
54,0:04:30,blawoo1,0.9351198673248291
55,0:04:35,blawoo1,0.7841416001319885
56,0:04:40,blawoo1,0.23674140870571136
57,0:04:45,blawoo1,0.12189563363790512
58,0:04:50,blawoo1,0.728741466999054
59,0:04:55,eurrob1,0.10753238201141357
60,0:05:00,comrav,0.1567869484424591
61,0:05:05,goldcr1,0.2985396981239319
62,0:05:10,blawoo1,0.02507372759282589
63,0:05:15,tawowl1,0.04544253274798393
64,0:05:20,blawoo1,0.09589370340108871
65,0:05:25,blawoo1,0.048378314822912216
66,0:05:30,blawoo1,0.1024443507194519
67,0:05:35,blawoo1,0.19982540607452393
68,0:05:40,blawoo1,0.19898243248462677
69,0:05:45,tawowl1,0.06721384823322296
70,0:05:50,blawoo1,0.1258857697248459
71,0:05:55,blawoo1,0.45179426670074463
72,0:06:00,tawowl1,0.048498205840587616
73,0:06:05,blawoo1,0.478603333234787
74,0:06:10,blawoo1,0.13931779563426971
75,0:06:15,winwre4,0.07239729166030884
76,0:06:20,blawoo1,0.7418068051338196
77,0:06:25,blawoo1,0.039782583713531494
78,0:06:30,blawoo1,0.7182193994522095
79,0:06:35,loeowl,0.03774444758892059
80,0:06:40,comeid,0.10766156017780304
81,0:06:45,blawoo1,0.06306030601263046
82,0:06:50,blawoo1,0.024641091004014015
83,0:06:55,tawowl1,0.052702538669109344
84,0:07:00,blawoo1,0.3769632875919342
85,0:07:05,blawoo1,0.03737855330109596
86,0:07:10,blawoo1,0.22163517773151398
87,0:07:15,eurrob1,0.0837356299161911
88,0:07:20,blawoo1,0.15282554924488068
89,0:07:25,blawoo1,0.045020826160907745
90,0:07:30,norsho,0.06256112456321716
91,0:07:35,blutit,0.09880887717008591
92,0:07:40,comrav,0.07174565643072128
93,0:07:45,tawowl1,0.061509281396865845
94,0:07:50,rubowl3,0.040068358182907104
95,0:07:55,blawoo1,0.050528835505247116
96,0:08:00,blawoo1,0.11725546419620514
97,0:08:05,blawoo1,0.38861459493637085
98,0:08:10,blawoo1,0.12174646556377411
99,0:08:15,comrav,0.052459776401519775
100,0:08:20,blawoo1,0.1017146185040474
101,0:08:25,loeowl,0.04231162369251251
102,0:08:30,blawoo1,0.03849077224731445
103,0:08:35,norsho,0.06266312301158905
104,0:08:40,rubowl3,0.04727612063288689
105,0:08:45,blawoo1,0.05174214392900467
106,0:08:50,whtspa,0.11455848067998886
107,0:08:55,blawoo1,0.1405533403158188
108,0:09:00,blawoo1,0.2159183770418167
109,0:09:05,borowl,0.07773294299840927
110,0:09:10,comrav,0.03355566784739494
111,0:09:15,whtspa,0.03357391059398651
112,0:09:20,whtspa,0.03003026731312275
113,0:09:25,tawowl1,0.04203837737441063
114,0:09:30,blawoo1,0.04013076052069664
