frame,time,class,probability,probability_rank
0,0:00:00,tawowl1,0.02888990193605423,1
0,0:00:00,loeowl,0.02576882392168045,2
0,0:00:00,eueowl1,0.013643437996506691,3
0,0:00:00,sonthr1,0.013381331227719784,4
0,0:00:00,hawfin,0.011485514231026173,5
1,0:00:05,loeowl,0.07196511328220367,1
1,0:00:05,tawowl1,0.05204865336418152,2
1,0:00:05,afwowl1,0.03678964078426361,3
1,0:00:05,commoo3,0.020126521587371826,4
1,0:00:05,eueowl1,0.019776897504925728,5
2,0:00:10,tawowl1,0.0768856480717659,1
2,0:00:10,eueowl1,0.0398830883204937,2
2,0:00:10,loeowl,0.02615194022655487,3
2,0:00:10,eurrob1,0.021840721368789673,4
2,0:00:10,eurcoo,0.021266376599669456,5
3,0:00:15,tawowl1,0.05169118568301201,1
3,0:00:15,ortbun1,0.031147221103310585,2
3,0:00:15,loeowl,0.0252081286162138,3
3,0:00:15,eueowl1,0.02423260174691677,4
3,0:00:15,brnowl,0.015743093565106392,5
4,0:00:20,tawowl1,0.06282633543014526,1
4,0:00:20,loeowl,0.05811337009072304,2
4,0:00:20,eueowl1,0.02447260357439518,3
4,0:00:20,uraowl1,0.018665499985218048,4
4,0:00:20,commoo3,0.01670687086880207,5
5,0:00:25,loeowl,0.12539240717887878,1
5,0:00:25,tawowl1,0.08750005066394806,2
5,0:00:25,uraowl1,0.029852835461497307,3
5,0:00:25,eueowl1,0.02745783142745495,4
5,0:00:25,livtur1,0.02347083017230034,5
6,0:00:30,eurrob1,0.08192270249128342,1
6,0:00:30,loeowl,0.04255516454577446,2
6,0:00:30,tawowl1,0.029446769505739212,3
6,0:00:30,gretit1,0.026960015296936035,4
6,0:00:30,comrav,0.025362469255924225,5
7,0:00:35,loeowl,0.13274964690208435,1
7,0:00:35,eueowl1,0.11465105414390564,2
7,0:00:35,tawowl1,0.0955202728509903,3
7,0:00:35,eurcoo,0.03688311576843262,4
7,0:00:35,commoo3,0.033910978585481644,5
8,0:00:40,loeowl,0.10705683380365372,1
8,0:00:40,tawowl1,0.08897601068019867,2
8,0:00:40,eueowl1,0.05853012949228287,3
8,0:00:40,commoo3,0.03755012899637222,4
8,0:00:40,eurcoo,0.02784242108464241,5
9,0:00:45,loeowl,0.4106904864311218,1
9,0:00:45,tawowl1,0.05175374075770378,2
9,0:00:45,eueowl1,0.027023255825042725,3
9,0:00:45,whbwoo1,0.021702585741877556,4
9,0:00:45,uraowl1,0.019227543845772743,5
10,0:00:50,loeowl,0.25649815797805786,1
10,0:00:50,brnowl,0.14768508076667786,2
10,0:00:50,litowl1,0.06134748086333275,3
10,0:00:50,tawowl1,0.05435854196548462,4
10,0:00:50,brdowl,0.031428489834070206,5
11,0:00:55,loeowl,0.2309981882572174,1
11,0:00:55,tawowl1,0.0814061164855957,2
11,0:00:55,eueowl1,0.05729427561163902,3
11,0:00:55,brnowl,0.03536057472229004,4
11,0:00:55,commoo3,0.019794302061200142,5
12,0:01:00,loeowl,0.2824989855289459,1
12,0:01:00,tawowl1,0.06882043182849884,2
12,0:01:00,commoo3,0.029123736545443535,3
12,0:01:00,eueowl1,0.025678392499685287,4
12,0:01:00,eurcoo,0.016095051541924477,5
13,0:01:05,loeowl,0.04240322858095169,1
13,0:01:05,tawowl1,0.027330294251441956,2
13,0:01:05,eueowl1,0.01917373202741146,3
13,0:01:05,comrav,0.0185543205589056,4
13,0:01:05,grhowl,0.012637616135179996,5
14,0:01:10,tawowl1,0.0767168253660202,1
14,0:01:10,eueowl1,0.03678508102893829,2
14,0:01:10,loeowl,0.036473989486694336,3
14,0:01:10,grhowl,0.022850390523672104,4
14,0:01:10,commoo3,0.02056754007935524,5
15,0:01:15,tawowl1,0.030095743015408516,1
15,0:01:15,eurrob1,0.026508549228310585,2
15,0:01:15,comrav,0.021257612854242325,3
15,0:01:15,loeowl,0.020420478656888008,4
15,0:01:15,sonthr1,0.02015603333711624,5
16,0:01:20,livtur1,0.07002698630094528,1
16,0:01:20,afwowl1,0.0667407363653183,2
16,0:01:20,loeowl,0.05315900966525078,3
16,0:01:20,tawowl1,0.038147181272506714,4
16,0:01:20,magwoo1,0.015049801208078861,5
17,0:01:25,tawowl1,0.08705636858940125,1
17,0:01:25,loeowl,0.0782221332192421,2
17,0:01:25,eueowl1,0.02731170505285263,3
17,0:01:25,commoo3,0.018793964758515358,4
17,0:01:25,afwowl1,0.01858215034008026,5
18,0:01:30,wiltit1,0.2097124457359314,1
18,0:01:30,loeowl,0.10230159759521484,2
18,0:01:30,gretit1,0.09647726267576218,3
18,0:01:30,blujay,0.04079221189022064,4
18,0:01:30,coatit2,0.02460942231118679,5
19,0:01:35,whbwoo1,0.17674289643764496,1
19,0:01:35,grswoo,0.10174348950386047,2
19,0:01:35,yebsap,0.06413227319717407,3
19,0:01:35,blawoo1,0.047531671822071075,4
19,0:01:35,magwoo1,0.03550705313682556,5
20,0:01:40,loeowl,0.08785006403923035,1
20,0:01:40,whbwoo1,0.05287771299481392,2
20,0:01:40,magwoo1,0.05032622069120407,3
20,0:01:40,grswoo,0.041265156120061874,4
20,0:01:40,afwowl1,0.040483612567186356,5
21,0:01:45,whbwoo1,0.13843946158885956,1
21,0:01:45,loeowl,0.1335339993238449,2
21,0:01:45,grswoo,0.09795313328504562,3
21,0:01:45,commoo3,0.06828651577234268,4
21,0:01:45,tawowl1,0.04030284285545349,5
22,0:01:50,livtur1,0.07807549834251404,1
22,0:01:50,afwowl1,0.06525909900665283,2
22,0:01:50,loeowl,0.05903070792555809,3
22,0:01:50,grswoo,0.04354254901409149,4
22,0:01:50,graher1,0.03922569751739502,5
23,0:01:55,loeowl,0.2484423965215683,1
23,0:01:55,tawowl1,0.16064225137233734,2
23,0:01:55,uraowl1,0.07228449732065201,3
23,0:01:55,eueowl1,0.03205588832497597,4
23,0:01:55,borowl,0.025973491370677948,5
24,0:02:00,loeowl,0.12070049345493317,1
24,0:02:00,tawowl1,0.035520996898412704,2
24,0:02:00,grswoo,0.028463399037718773,3
24,0:02:00,eueowl1,0.020853012800216675,4
24,0:02:00,afwowl1,0.019965965300798416,5
25,0:02:05,loeowl,0.2904447913169861,1
25,0:02:05,grswoo,0.06381472945213318,2
25,0:02:05,tawowl1,0.05742116644978523,3
25,0:02:05,whbwoo1,0.05151894688606262,4
25,0:02:05,uraowl1,0.023332418873906136,5
26,0:02:10,loeowl,0.20872685313224792,1
26,0:02:10,eueowl1,0.05529357120394707,2
26,0:02:10,tawowl1,0.047623664140701294,3
26,0:02:10,uraowl1,0.016809897497296333,4
26,0:02:10,graher1,0.012776303105056286,5
27,0:02:15,grswoo,0.13536766171455383,1
27,0:02:15,loeowl,0.11814559996128082,2
27,0:02:15,whbwoo1,0.05508860945701599,3
27,0:02:15,powwoo1,0.0543147437274456,4
27,0:02:15,ettwoo1,0.04520547017455101,5
28,0:02:20,loeowl,0.1522972285747528,1
28,0:02:20,grswoo,0.09130769222974777,2
28,0:02:20,tawowl1,0.04745154082775116,3
28,0:02:20,ettwoo1,0.041042786091566086,4
28,0:02:20,blawoo1,0.03569335490465164,5
29,0:02:25,tawowl1,0.05937211215496063,1
29,0:02:25,loeowl,0.045809805393218994,2
29,0:02:25,eueowl1,0.026680905371904373,3
29,0:02:25,grhowl,0.015685539692640305,4
29,0:02:25,ortbun1,0.01285226084291935,5
30,0:02:30,tawowl1,0.03207201883196831,1
30,0:02:30,spofly1,0.028487397357821465,2
30,0:02:30,sonthr1,0.026362797245383263,3
30,0:02:30,loeowl,0.025867531076073647,4
30,0:02:30,redwin,0.021699581295251846,5
31,0:02:35,ortbun1,0.027505941689014435,1
31,0:02:35,tawowl1,0.017397044226527214,2
31,0:02:35,gretit1,0.015913372859358788,3
31,0:02:35,brdowl,0.014289889484643936,4
31,0:02:35,loeowl,0.010889043100178242,5
32,0:02:40,tawowl1,0.06236976012587547,1
32,0:02:40,loeowl,0.03276485949754715,2
32,0:02:40,eueowl1,0.028247660025954247,3
32,0:02:40,commoo3,0.019203314557671547,4
32,0:02:40,ortbun1,0.01916864700615406,5
33,0:02:45,tawowl1,0.06346213817596436,1
33,0:02:45,eueowl1,0.032901469618082047,2
33,0:02:45,loeowl,0.031268410384655,3
33,0:02:45,commoo3,0.01645444892346859,4
33,0:02:45,grhowl,0.014952988363802433,5
34,0:02:50,tawowl1,0.041506603360176086,1
34,0:02:50,loeowl,0.02796856500208378,2
34,0:02:50,grhowl,0.022564614191651344,3
34,0:02:50,eueowl1,0.01907479576766491,4
34,0:02:50,eurcoo,0.01483676303178072,5
35,0:02:55,loeowl,0.05197214335203171,1
35,0:02:55,tawowl1,0.04844535142183304,2
35,0:02:55,uraowl1,0.03708169236779213,3
35,0:02:55,grhowl,0.034295957535505295,4
35,0:02:55,eueowl1,0.02231116034090519,5
36,0:03:00,tawowl1,0.04613255336880684,1
36,0:03:00,loeowl,0.044851019978523254,2
36,0:03:00,grhowl,0.026369893923401833,3
36,0:03:00,ortbun1,0.022753188386559486,4
36,0:03:00,eueowl1,0.021967221051454544,5
37,0:03:05,tawowl1,0.0398317389190197,1
37,0:03:05,commoo3,0.0303291454911232,2
37,0:03:05,comcra,0.02867651917040348,3
37,0:03:05,eurwig,0.020069267600774765,4
37,0:03:05,eueowl1,0.017606033012270927,5
38,0:03:10,loeowl,0.13867664337158203,1
38,0:03:10,tawowl1,0.054343972355127335,2
38,0:03:10,eueowl1,0.018977979198098183,3
38,0:03:10,grhowl,0.014809468761086464,4
38,0:03:10,uraowl1,0.012131864205002785,5
39,0:03:15,loeowl,0.06973787397146225,1
39,0:03:15,tawowl1,0.06679228693246841,2
39,0:03:15,eueowl1,0.04401971772313118,3
39,0:03:15,ortbun1,0.019236348569393158,4
39,0:03:15,uraowl1,0.01862975023686886,5
40,0:03:20,loeowl,0.07848604768514633,1
40,0:03:20,tawowl1,0.03595368191599846,2
40,0:03:20,eurcoo,0.02012368105351925,3
40,0:03:20,commoo3,0.016665587201714516,4
40,0:03:20,eueowl1,0.015167934820055962,5
41,0:03:25,tawowl1,0.03877688944339752,1
41,0:03:25,ortbun1,0.02977707050740719,2
41,0:03:25,loeowl,0.026321057230234146,3
41,0:03:25,eurwoo,0.02616993337869644,4
41,0:03:25,eueowl1,0.013955031521618366,5
42,0:03:30,tawowl1,0.134305939078331,1
42,0:03:30,loeowl,0.053528036922216415,2
42,0:03:30,commoo3,0.03851155936717987,3
42,0:03:30,eurcoo,0.030031170696020126,4
42,0:03:30,ortbun1,0.02739623375236988,5
43,0:03:35,tawowl1,0.06070682406425476,1
43,0:03:35,loeowl,0.05098899453878403,2
43,0:03:35,eurrob1,0.022393394261598587,3
43,0:03:35,commoo3,0.016007572412490845,4
43,0:03:35,eueowl1,0.015292084775865078,5
44,0:03:40,tawowl1,0.03723221272230148,1
