frame,time,class,probability,probability_rank
0,0:00:00,loeowl,0.04612523689866066,1
0,0:00:00,graher1,0.041698724031448364,2
0,0:00:00,tawowl1,0.02994570881128311,3
0,0:00:00,eueowl1,0.02780076675117016,4
0,0:00:00,commoo3,0.020331112667918205,5
1,0:00:05,loeowl,0.08707421272993088,1
1,0:00:05,tawowl1,0.07242231070995331,2
1,0:00:05,eueowl1,0.05224132910370827,3
1,0:00:05,commoo3,0.034742776304483414,4
1,0:00:05,graher1,0.02899637259542942,5
2,0:00:10,tawowl1,0.07025232166051865,1
2,0:00:10,loeowl,0.06348130106925964,2
2,0:00:10,eueowl1,0.02929011359810829,3
2,0:00:10,uraowl1,0.024872293695807457,4
2,0:00:10,commoo3,0.022412186488509178,5
3,0:00:15,loeowl,0.04446161538362503,1
3,0:00:15,tawowl1,0.038431983441114426,2
3,0:00:15,commoo3,0.038250602781772614,3
3,0:00:15,eueowl1,0.027078192681074142,4
3,0:00:15,eurcoo,0.01649414375424385,5
4,0:00:20,rebmer,0.07528331875801086,1
4,0:00:20,loeowl,0.048860952258110046,2
4,0:00:20,tawowl1,0.03916115313768387,3
4,0:00:20,graher1,0.024008316919207573,4
4,0:00:20,watrai1,0.019159194082021713,5
5,0:00:25,loeowl,0.07696200907230377,1
5,0:00:25,tawowl1,0.024695176631212234,2
5,0:00:25,eueowl1,0.019094549119472504,3
5,0:00:25,comrav,0.018770752474665642,4
5,0:00:25,commoo3,0.015710582956671715,5
6,0:00:30,loeowl,0.24059779942035675,1
6,0:00:30,tawowl1,0.051159098744392395,2
6,0:00:30,afwowl1,0.029009776189923286,3
6,0:00:30,whbwoo1,0.022860854864120483,4
6,0:00:30,grswoo,0.019157731905579567,5
7,0:00:35,loeowl,0.07853548973798752,1
7,0:00:35,tawowl1,0.02639164589345455,2
7,0:00:35,afwowl1,0.01999371498823166,3
7,0:00:35,comrav,0.011848649010062218,4
7,0:00:35,eueowl1,0.009867302142083645,5
8,0:00:40,afwowl1,0.028816577047109604,1
8,0:00:40,livtur1,0.019849609583616257,2
8,0:00:40,tawowl1,0.018956806510686874,3
8,0:00:40,loeowl,0.01766015961766243,4
8,0:00:40,bbmtou1,0.009724016301333904,5
9,0:00:45,tawowl1,0.039823390543460846,1
9,0:00:45,eueowl1,0.027232566848397255,2
9,0:00:45,loeowl,0.025770513340830803,3
9,0:00:45,commoo3,0.02500057965517044,4
9,0:00:45,graher1,0.022877739742398262,5
10,0:00:50,afwowl1,0.05368952825665474,1
10,0:00:50,livtur1,0.03907915949821472,2
10,0:00:50,loeowl,0.03746136277914047,3
10,0:00:50,tawowl1,0.02916737273335457,4
10,0:00:50,bbmtou1,0.01832962967455387,5
11,0:00:55,bbmtou1,0.115079365670681,1
11,0:00:55,livtur1,0.058572106063365936,2
11,0:00:55,afwowl1,0.05482004955410957,3
11,0:00:55,loeowl,0.04256479814648628,4
11,0:00:55,tawowl1,0.021891379728913307,5
12,0:01:00,livtur1,0.09559705853462219,1
12,0:01:00,afwowl1,0.059557102620601654,2
12,0:01:00,loeowl,0.056128740310668945,3
12,0:01:00,grswoo,0.04055909439921379,4
12,0:01:00,whbwoo1,0.026483265683054924,5
13,0:01:05,commoo3,0.0693296492099762,1
13,0:01:05,tawowl1,0.03976580500602722,2
13,0:01:05,livtur1,0.03818996250629425,3
13,0:01:05,loeowl,0.03405909240245819,4
13,0:01:05,graher1,0.023114990442991257,5
14,0:01:10,loeowl,0.062493935227394104,1
14,0:01:10,commoo3,0.04878775775432587,2
14,0:01:10,livtur1,0.046020399779081345,3
14,0:01:10,tawowl1,0.03945509344339371,4
14,0:01:10,graher1,0.02119554951786995,5
15,0:01:15,loeowl,0.027821002528071404,1
