frame,time,class,probability,probability_rank
0,0:00:00,whtspa,0.02659173682332039,1
0,0:00:00,eurnig1,0.025463061407208443,2
0,0:00:00,rufant1,0.020094063133001328,3
0,0:00:00,tawant1,0.019368741661310196,4
0,0:00:00,blawoo1,0.01702140085399151,5
1,0:00:05,eurcoo,0.03180423006415367,1
1,0:00:05,comred1,0.0206089336425066,2
1,0:00:05,comrav,0.01886066049337387,3
1,0:00:05,whtspa,0.018291492015123367,4
1,0:00:05,blawoo1,0.016095638275146484,5
2,0:00:10,fiediu1,0.16246619820594788,1
2,0:00:10,silgre1,0.06643311679363251,2
2,0:00:10,eurdot,0.05895642936229706,3
2,0:00:10,olccre1,0.04713081195950508,4
2,0:00:10,tawant1,0.04061271995306015,5
3,0:00:15,blawoo1,0.06457027047872543,1
3,0:00:15,whtspa,0.05193173885345459,2
3,0:00:15,ibesee1,0.02370830625295639,3
3,0:00:15,loeowl,0.016821814700961113,4
3,0:00:15,rubowl3,0.0159909687936306,5
4,0:00:20,tawant1,0.15299347043037415,1
4,0:00:20,rufant1,0.11543011665344238,2
4,0:00:20,fiediu1,0.09213526546955109,3
4,0:00:20,olccre1,0.0845034047961235,4
4,0:00:20,blawoo1,0.03412259742617607,5
5,0:00:25,hazgro1,0.038620930165052414,1
5,0:00:25,loeowl,0.03579680994153023,2
5,0:00:25,blawoo1,0.03153116628527641,3
5,0:00:25,eurnig1,0.026548270136117935,4
5,0:00:25,whtspa,0.018495850265026093,5
6,0:00:30,blawoo1,0.11794979125261307,1
6,0:00:30,mutswa,0.030627507716417313,2
6,0:00:30,commoo3,0.019134512171149254,3
6,0:00:30,grswoo,0.01791093498468399,4
6,0:00:30,osprey,0.015077068470418453,5
7,0:00:35,ibesee1,0.044282201677560806,1
7,0:00:35,whtspa,0.042047832161188126,2
7,0:00:35,blawoo1,0.02606440708041191,3
7,0:00:35,commoo3,0.015063914470374584,4
7,0:00:35,loeowl,0.01022927463054657,5
8,0:00:40,whtspa,0.0214968454092741,1
8,0:00:40,sibjay1,0.011968071572482586,2
8,0:00:40,comeid,0.011791533790528774,3
8,0:00:40,blawoo1,0.010719049721956253,4
8,0:00:40,rubowl3,0.010254637338221073,5
9,0:00:45,blawoo1,0.04169808700680733,1
9,0:00:45,whtspa,0.04057985171675682,2
9,0:00:45,comrav,0.02381303906440735,3
9,0:00:45,loeowl,0.022641314193606377,4
9,0:00:45,eupfly1,0.012346728704869747,5
10,0:00:50,whtspa,0.03554031252861023,1
10,0:00:50,blawoo1,0.029979398474097252,2
10,0:00:50,sibjay1,0.016413046047091484,3
10,0:00:50,eurcoo,0.014820889569818974,4
10,0:00:50,mutswa,0.013800015673041344,5
11,0:00:55,comrav,0.029077401384711266,1
11,0:00:55,grswoo,0.02891043946146965,2
11,0:00:55,blawoo1,0.026687828823924065,3
11,0:00:55,commoo3,0.021022729575634003,4
11,0:00:55,barswa,0.01664833165705204,5
12,0:01:00,whtspa,0.025724580511450768,1
12,0:01:00,blawoo1,0.02368970774114132,2
12,0:01:00,sibjay1,0.016781693324446678,3
12,0:01:00,commoo3,0.014549796469509602,4
12,0:01:00,comrav,0.01379332784563303,5
13,0:01:05,blawoo1,0.029723482206463814,1
13,0:01:05,eurcoo,0.027768723666667938,2
13,0:01:05,mutswa,0.027238018810749054,3
13,0:01:05,comeid,0.014619733206927776,4
13,0:01:05,tawowl1,0.014587304554879665,5
