frame,time,class,probability,probability_rank
0,0:00:00,tawowl1,0.07070691883563995,1
0,0:00:00,commoo3,0.06479576975107193,2
0,0:00:00,eurcoo,0.05849288031458855,3
0,0:00:00,loeowl,0.051422685384750366,4
0,0:00:00,eueowl1,0.04581007733941078,5
1,0:00:05,comqua1,0.5708879232406616,1
1,0:00:05,commoo3,0.05672977492213249,2
1,0:00:05,eurnig1,0.01787538453936577,3
1,0:00:05,watrai1,0.01634502038359642,4
1,0:00:05,eurdot,0.01628946140408516,5
2,0:00:10,eurnig1,0.3139766454696655,1
2,0:00:10,comqua1,0.13424965739250183,2
2,0:00:10,spocra1,0.05033540353178978,3
2,0:00:10,commoo3,0.0277093518525362,4
2,0:00:10,eurwig,0.02673020027577877,5
3,0:00:15,commoo3,0.1632852703332901,1
3,0:00:15,comqua1,0.11823959648609161,2
3,0:00:15,eurcoo,0.093277707695961,3
3,0:00:15,watrai1,0.056652821600437164,4
3,0:00:15,spocra1,0.04785911366343498,5
4,0:00:20,tawowl1,0.1421000212430954,1
4,0:00:20,eurcoo,0.07549023628234863,2
4,0:00:20,loeowl,0.07202696800231934,3
4,0:00:20,commoo3,0.058706946671009064,4
4,0:00:20,eueowl1,0.03331517428159714,5
5,0:00:25,tawowl1,0.09505221992731094,1
5,0:00:25,commoo3,0.07271888107061386,2
5,0:00:25,eurcoo,0.06889576464891434,3
5,0:00:25,eurnig1,0.04190714284777641,4
5,0:00:25,watrai1,0.03490779921412468,5
6,0:00:30,commoo3,0.09703825414180756,1
6,0:00:30,eurnig1,0.06520974636077881,2
6,0:00:30,tawowl1,0.06499309837818146,3
6,0:00:30,eurcoo,0.05178838223218918,4
6,0:00:30,comqua1,0.04738187789916992,5
7,0:00:35,eurcoo,0.09407221525907516,1
7,0:00:35,tawowl1,0.08592280000448227,2
7,0:00:35,loeowl,0.06113637983798981,3
7,0:00:35,commoo3,0.06064210459589958,4
7,0:00:35,eueowl1,0.0548875629901886,5
8,0:00:40,comqua1,0.07329665869474411,1
8,0:00:40,commoo3,0.07147616147994995,2
8,0:00:40,tawowl1,0.05934026837348938,3
8,0:00:40,eurcoo,0.0519375316798687,4
8,0:00:40,eurnig1,0.04144072160124779,5
9,0:00:45,tawowl1,0.07972393184900284,1
9,0:00:45,eurcoo,0.06475932151079178,2
9,0:00:45,commoo3,0.04802082106471062,3
9,0:00:45,loeowl,0.04346723482012749,4
9,0:00:45,eurnig1,0.0425887331366539,5
10,0:00:50,tawowl1,0.09191208332777023,1
10,0:00:50,commoo3,0.049426499754190445,2
10,0:00:50,eurcoo,0.046793654561042786,3
10,0:00:50,eurnig1,0.04428121820092201,4
10,0:00:50,loeowl,0.04418429732322693,5
11,0:00:55,commoo3,0.20712397992610931,1
11,0:00:55,eurnig1,0.07033417373895645,2
11,0:00:55,tawowl1,0.051818717271089554,3
11,0:00:55,spocra1,0.04229162260890007,4
11,0:00:55,watrai1,0.035467661917209625,5
12,0:01:00,eurnig1,0.05682523176074028,1
12,0:01:00,tawowl1,0.056305475533008575,2
12,0:01:00,commoo3,0.03920972719788551,3
12,0:01:00,comqua1,0.03765672817826271,4
12,0:01:00,loeowl,0.03745877370238304,5
13,0:01:05,commoo3,0.1008453369140625,1
13,0:01:05,tawowl1,0.08445169031620026,2
13,0:01:05,loeowl,0.0520588718354702,3
13,0:01:05,eurcoo,0.046398017555475235,4
13,0:01:05,comqua1,0.0417352057993412,5
14,0:01:10,tawowl1,0.13402022421360016,1
14,0:01:10,grebit1,0.08713357895612717,2
14,0:01:10,manshe,0.06747127324342728,3
14,0:01:10,comcra,0.06292985379695892,4
14,0:01:10,loeowl,0.05612388253211975,5
15,0:01:15,tawowl1,0.15518124401569366,1
15,0:01:15,eurcoo,0.10144621133804321,2
15,0:01:15,loeowl,0.05662475898861885,3
15,0:01:15,commoo3,0.050939738750457764,4
15,0:01:15,watrai1,0.030689334496855736,5
16,0:01:20,loeowl,0.0880637988448143,1
16,0:01:20,tawowl1,0.08747617900371552,2
16,0:01:20,eueowl1,0.0719614177942276,3
16,0:01:20,eurcoo,0.03724124655127525,4
16,0:01:20,watrai1,0.036808084696531296,5
17,0:01:25,tawowl1,0.0766080766916275,1
17,0:01:25,eueowl1,0.06222229078412056,2
17,0:01:25,loeowl,0.051630206406116486,3
17,0:01:25,watrai1,0.03328612446784973,4
17,0:01:25,eurcoo,0.030604293569922447,5
18,0:01:30,comqua1,0.07559865713119507,1
18,0:01:30,commoo3,0.060293372720479965,2
18,0:01:30,tawowl1,0.05175251141190529,3
18,0:01:30,watrai1,0.050387151539325714,4
18,0:01:30,eueowl1,0.034439943730831146,5
19,0:01:35,tawowl1,0.08139108866453171,1
19,0:01:35,eurcoo,0.07150939851999283,2
19,0:01:35,commoo3,0.0477948822081089,3
19,0:01:35,loeowl,0.04763208329677582,4
19,0:01:35,eueowl1,0.03672543913125992,5
20,0:01:40,tawowl1,0.07078095525503159,1
20,0:01:40,loeowl,0.05874980241060257,2
20,0:01:40,grebit1,0.042069196701049805,3
20,0:01:40,eurcoo,0.03817819058895111,4
20,0:01:40,comqua1,0.030472006648778915,5
21,0:01:45,grebit1,0.32698848843574524,1
21,0:01:45,tawowl1,0.05087994784116745,2
21,0:01:45,eueowl1,0.03416560962796211,3
21,0:01:45,comqua1,0.02487023174762726,4
21,0:01:45,graher1,0.02334621362388134,5
22,0:01:50,tawowl1,0.08963539451360703,1
22,0:01:50,eurcoo,0.04820863530039787,2
22,0:01:50,watrai1,0.03589624911546707,3
22,0:01:50,loeowl,0.03582916408777237,4
22,0:01:50,eueowl1,0.030225655063986778,5
23,0:01:55,tawowl1,0.09812834858894348,1
23,0:01:55,eurcoo,0.05040969327092171,2
23,0:01:55,eueowl1,0.03702452778816223,3
23,0:01:55,watrai1,0.03661733865737915,4
23,0:01:55,comqua1,0.03614982217550278,5
24,0:02:00,tawowl1,0.0613601915538311,1
24,0:02:00,commoo3,0.04932970926165581,2
24,0:02:00,eurcoo,0.038420669734478,3
24,0:02:00,eueowl1,0.037269227206707,4
24,0:02:00,eurnig1,0.034504130482673645,5
25,0:02:05,tawowl1,0.08474196493625641,1
25,0:02:05,loeowl,0.050635822117328644,2
25,0:02:05,commoo3,0.0453045479953289,3
25,0:02:05,eueowl1,0.04248574748635292,4
25,0:02:05,eurcoo,0.04017896577715874,5
26,0:02:10,tawowl1,0.08120061457157135,1
26,0:02:10,loeowl,0.059009622782468796,2
26,0:02:10,commoo3,0.05268266052007675,3
26,0:02:10,eurcoo,0.045042380690574646,4
26,0:02:10,eueowl1,0.030817419290542603,5
