frame,time,class,probability,probability_rank
0,0:00:00,eurcoo,0.133353590965271,1
0,0:00:00,tawowl1,0.06368128955364227,2
0,0:00:00,watrai1,0.05355464294552803,3
0,0:00:00,commoo3,0.052645400166511536,4
0,0:00:00,grebit1,0.040925029665231705,5
1,0:00:05,eurcoo,0.08230564743280411,1
1,0:00:05,commoo3,0.08143530786037445,2
1,0:00:05,tawowl1,0.07538788765668869,3
1,0:00:05,eueowl1,0.0409492589533329,4
1,0:00:05,watrai1,0.03874402865767479,5
2,0:00:10,tawowl1,0.12283387035131454,1
2,0:00:10,eurcoo,0.07789003103971481,2
2,0:00:10,commoo3,0.05591254681348801,3
2,0:00:10,watrai1,0.04389059543609619,4
2,0:00:10,loeowl,0.037118781358003616,5
3,0:00:15,eurcoo,0.12214195728302002,1
3,0:00:15,commoo3,0.09213437885046005,2
3,0:00:15,watrai1,0.05151565000414848,3
3,0:00:15,tawowl1,0.05123958736658096,4
3,0:00:15,eueowl1,0.03483492508530617,5
4,0:00:20,eurcoo,0.09893999993801117,1
4,0:00:20,tawowl1,0.09279774874448776,2
4,0:00:20,commoo3,0.07839852571487427,3
4,0:00:20,watrai1,0.037304747849702835,4
4,0:00:20,eueowl1,0.034151531755924225,5
5,0:00:25,tawowl1,0.11544835567474365,1
5,0:00:25,commoo3,0.08681324869394302,2
5,0:00:25,eurcoo,0.07075508683919907,3
5,0:00:25,watrai1,0.04266711324453354,4
5,0:00:25,eurnig1,0.036027658730745316,5
6,0:00:30,eurcoo,0.07810567319393158,1
6,0:00:30,commoo3,0.07595410943031311,2
6,0:00:30,tawowl1,0.06824314594268799,3
6,0:00:30,watrai1,0.04930918291211128,4
6,0:00:30,eueowl1,0.037339530885219574,5
7,0:00:35,eurcoo,0.15384142100811005,1
7,0:00:35,blksco1,0.062043022364377975,2
7,0:00:35,commoo3,0.05780285596847534,3
7,0:00:35,watrai1,0.048359088599681854,4
7,0:00:35,tawowl1,0.04188799858093262,5
8,0:00:40,eurcoo,0.10506386309862137,1
8,0:00:40,tawowl1,0.097282275557518,2
8,0:00:40,commoo3,0.08759813010692596,3
8,0:00:40,watrai1,0.045357730239629745,4
8,0:00:40,eueowl1,0.03303723782300949,5
9,0:00:45,blksco1,0.09461881965398788,1
9,0:00:45,eurcoo,0.06908794492483139,2
9,0:00:45,tawowl1,0.057557612657547,3
9,0:00:45,watrai1,0.05449657514691353,4
9,0:00:45,grebit1,0.03265189751982689,5
10,0:00:50,commoo3,0.10984905064105988,1
10,0:00:50,eurcoo,0.06943386793136597,2
10,0:00:50,tawowl1,0.06252819299697876,3
10,0:00:50,watrai1,0.050022490322589874,4
10,0:00:50,eueowl1,0.036066047847270966,5
11,0:00:55,tawowl1,0.11665639281272888,1
11,0:00:55,eurcoo,0.10220518708229065,2
11,0:00:55,commoo3,0.0480792261660099,3
11,0:00:55,loeowl,0.04115008935332298,4
11,0:00:55,blksco1,0.038229260593652725,5
12,0:01:00,tawowl1,0.11786679178476334,1
12,0:01:00,eurcoo,0.0547105148434639,2
12,0:01:00,eurnig1,0.053367067128419876,3
12,0:01:00,loeowl,0.04461286589503288,4
12,0:01:00,commoo3,0.04371132329106331,5
13,0:01:05,tawowl1,0.12614037096500397,1
13,0:01:05,eurcoo,0.07669948041439056,2
13,0:01:05,commoo3,0.057651668787002563,3
13,0:01:05,loeowl,0.048677314072847366,4
13,0:01:05,watrai1,0.038330983370542526,5
14,0:01:10,commoo3,0.07983794808387756,1
14,0:01:10,eurcoo,0.07387270033359528,2
14,0:01:10,tawowl1,0.07083611935377121,3
14,0:01:10,watrai1,0.04519682377576828,4
14,0:01:10,loeowl,0.04284399747848511,5
15,0:01:15,commoo3,0.0986759290099144,1
15,0:01:15,tawowl1,0.06224591284990311,2
15,0:01:15,blksco1,0.061881739646196365,3
15,0:01:15,eurcoo,0.05327124521136284,4
15,0:01:15,watrai1,0.04015828296542168,5
16,0:01:20,commoo3,0.07240763306617737,1
16,0:01:20,eurcoo,0.07199212908744812,2
16,0:01:20,watrai1,0.052727505564689636,3
16,0:01:20,tawowl1,0.04912099987268448,4
16,0:01:20,eueowl1,0.03707941621541977,5
17,0:01:25,commoo3,0.07096873968839645,1
17,0:01:25,eurcoo,0.0544462576508522,2
17,0:01:25,watrai1,0.050152428448200226,3
17,0:01:25,tawowl1,0.047316305339336395,4
17,0:01:25,comqua1,0.038972385227680206,5
18,0:01:30,commoo3,0.09913813322782516,1
18,0:01:30,tawowl1,0.05983809381723404,2
18,0:01:30,eurcoo,0.05419822037220001,3
18,0:01:30,watrai1,0.05030306428670883,4
18,0:01:30,eurnig1,0.035114042460918427,5
19,0:01:35,commoo3,0.08565113693475723,1
19,0:01:35,eurcoo,0.06629311293363571,2
19,0:01:35,tawowl1,0.06498067080974579,3
19,0:01:35,watrai1,0.055739253759384155,4
19,0:01:35,eueowl1,0.03479573875665665,5
20,0:01:40,commoo3,0.11318979412317276,1
20,0:01:40,tawowl1,0.09688550233840942,2
20,0:01:40,eurcoo,0.08813227713108063,3
20,0:01:40,watrai1,0.044921230524778366,4
20,0:01:40,eurnig1,0.041683655232191086,5
21,0:01:45,tawowl1,0.08022342622280121,1
21,0:01:45,commoo3,0.0673174262046814,2
21,0:01:45,eurcoo,0.06355666369199753,3
21,0:01:45,eurnig1,0.05482181906700134,4
21,0:01:45,watrai1,0.044780805706977844,5
22,0:01:50,tawowl1,0.07960350811481476,1
22,0:01:50,commoo3,0.07858922332525253,2
22,0:01:50,eurcoo,0.06096664443612099,3
22,0:01:50,loeowl,0.04490116611123085,4
22,0:01:50,eueowl1,0.04314325004816055,5
23,0:01:55,eurcoo,0.09934598207473755,1
23,0:01:55,tawowl1,0.07668469846248627,2
23,0:01:55,commoo3,0.07277940213680267,3
23,0:01:55,eueowl1,0.03664381802082062,4
23,0:01:55,loeowl,0.03582656383514404,5
24,0:02:00,commoo3,0.09488517791032791,1
24,0:02:00,eurcoo,0.09298903495073318,2
24,0:02:00,tawowl1,0.08519115298986435,3
