frame,time,class,probability
0,0:00:00,slcant2,0.0802319273352623
1,0:00:05,tawowl1,0.0788484439253807
2,0:00:10,goldcr1,0.6874561309814453
3,0:00:15,tawowl1,0.05868843197822571
4,0:00:20,tawowl1,0.06012498959898949
5,0:00:25,goldcr1,0.22569525241851807
6,0:00:30,goldcr1,0.19408655166625977
7,0:00:35,tawowl1,0.05277683213353157
8,0:00:40,goldcr1,0.10776084661483765
9,0:00:45,goldcr1,0.9786936044692993
10,0:00:50,goldcr1,0.47706738114356995
11,0:00:55,goldcr1,0.174703449010849
12,0:01:00,goldcr1,0.2915627062320709
13,0:01:05,goldcr1,0.6340319514274597
14,0:01:10,stswar1,0.07409603893756866
15,0:01:15,tawowl1,0.07610102742910385
16,0:01:20,loeowl,0.0791625902056694
17,0:01:25,tawowl1,0.08275027573108673
18,0:01:30,loeowl,0.10081668943166733
19,0:01:35,loeowl,0.06962989270687103
20,0:01:40,loeowl,0.05144643038511276
21,0:01:45,eurrob1,0.5505349636077881
22,0:01:50,loeowl,0.05071216821670532
23,0:01:55,tawowl1,0.08606097102165222
24,0:02:00,tawowl1,0.0876905620098114
25,0:02:05,tawowl1,0.07157555222511292
26,0:02:10,loeowl,0.059525009244680405
27,0:02:15,eurrob1,0.15455961227416992
28,0:02:20,eurrob1,0.12602922320365906
29,0:02:25,uraowl1,0.06640034914016724
30,0:02:30,tawowl1,0.07142222672700882
31,0:02:35,tawowl1,0.06174783408641815
32,0:02:40,slcant2,0.20306260883808136
33,0:02:45,watrai1,0.07208684086799622
34,0:02:50,tawowl1,0.06707064062356949
35,0:02:55,tawowl1,0.05041661858558655
36,0:03:00,loeowl,0.1037861630320549
37,0:03:05,eueowl1,0.06941522657871246
38,0:03:10,goldcr1,0.6074283719062805
39,0:03:15,loeowl,0.07059864699840546
40,0:03:20,goldcr1,0.9878973960876465
41,0:03:25,goldcr1,0.9474926590919495
42,0:03:30,goldcr1,0.5583301782608032
43,0:03:35,grswoo,0.12723508477210999
44,0:03:40,tawowl1,0.0715513750910759
45,0:03:45,loeowl,0.21379750967025757
46,0:03:50,goldcr1,0.3535939157009125
47,0:03:55,goldcr1,0.6893364191055298
48,0:04:00,loeowl,0.06445805728435516
49,0:04:05,loeowl,0.05047879368066788
50,0:04:10,goldcr1,0.7632225751876831
51,0:04:15,tawowl1,0.04179985076189041
52,0:04:20,loeowl,0.1297335922718048
53,0:04:25,varthr,0.41363900899887085
54,0:04:30,eueowl1,0.03854925185441971
55,0:04:35,tawowl1,0.057852596044540405
56,0:04:40,tawowl1,0.05952250212430954
57,0:04:45,tawowl1,0.051357898861169815
58,0:04:50,eueowl1,0.06746374070644379
59,0:04:55,eueowl1,0.07742097228765488
60,0:05:00,tawowl1,0.08559225499629974
61,0:05:05,loeowl,0.19262920320034027
62,0:05:10,tawowl1,0.05541762337088585
63,0:05:15,tawowl1,0.0847286507487297
64,0:05:20,tawowl1,0.025351528078317642
65,0:05:25,tawowl1,0.03350125998258591
66,0:05:30,eurrob1,0.4305426776409149
