taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5229167	Milvus migrans (Boddaert, 1783)	5229167	Milvus migrans (Boddaert, 1783)	159	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Milvus	5229166	Milvus migrans	5229167	LC
2481831	Gallinago media (Latham, 1787)	2481831	Gallinago media (Latham, 1787)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Gallinago	2481808	Gallinago media	2481831	NT
2490781	Turdus iliacus Linnaeus, 1758	2490781	Turdus iliacus Linnaeus, 1758	4663	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus iliacus	2490781	NT
5229055	Psittacula eupatria (Linnaeus, 1766)	5229055	Psittacula eupatria (Linnaeus, 1766)	472	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Psittacula	2479192	Psittacula eupatria	5229055	NT
2481433	Fulmarus glacialis (Linnaeus, 1761)	2481433	Fulmarus glacialis (Linnaeus, 1761)	132	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Fulmarus	2481431	Fulmarus glacialis	2481433	LC
2493070	Phylloscopus bonelli (Vieillot, 1819)	2493070	Phylloscopus bonelli (Vieillot, 1819)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus bonelli	2493070	LC
2498009	Tadorna tadorna (Linnaeus, 1758)	2498009	Tadorna tadorna (Linnaeus, 1758)	12227	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Tadorna	2498006	Tadorna tadorna	2498009	LC
5229168	Milvus milvus (Linnaeus, 1758)	5229168	Milvus milvus (Linnaeus, 1758)	353	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Milvus	5229166	Milvus milvus	5229168	LC
2498259	Aythya nyroca (Guldenstadt, 1770)	2498259	Aythya nyroca (Guldenstadt, 1770)	107	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya nyroca	2498259	NT
2480830	Bubulcus ibis (Linnaeus, 1758)	2480830	Bubulcus ibis (Linnaeus, 1758)	177	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Bubulcus	2480829	Bubulcus ibis	2480830	LC
2488949	Oriolus oriolus (Linnaeus, 1758)	2488949	Oriolus oriolus (Linnaeus, 1758)	549	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Oriolidae	5708	Oriolus	2488947	Oriolus oriolus	2488949	LC
2474950	Grus grus (Linnaeus, 1758)	2474950	Grus grus (Linnaeus, 1758)	427	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Gruidae	9313	Grus	2474940	Grus grus	2474950	LC
2481725	Tringa erythropus (Pallas, 1764)	2481725	Tringa erythropus (Pallas, 1764)	1659	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa erythropus	2481725	LC
2482100	Burhinus oedicnemus (Linnaeus, 1758)	2482100	Burhinus oedicnemus (Linnaeus, 1758)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Burhinidae	9697	Burhinus	2482094	Burhinus oedicnemus	2482100	LC
2489214	Delichon urbicum (Linnaeus, 1758)	2489214	Delichon urbicum (Linnaeus, 1758)	5846	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Delichon	2489213	Delichon urbicum	2489214	LC
9584952	Phylloscopus nitidus Blyth, 1843	9584952	Phylloscopus nitidus Blyth, 1843	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus nitidus	9584952	LC
5739317	Phoenicurus phoenicurus (Linnaeus, 1758)	5739317	Phoenicurus phoenicurus (Linnaeus, 1758)	2108	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Phoenicurus	5429347	Phoenicurus phoenicurus	5739317	LC
2481741	Calidris ferruginea (Pontoppidan, 1763)	2481741	Calidris ferruginea (Pontoppidan, 1763)	494	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris ferruginea	2481741	NT
2493214	Hippolais polyglotta (Vieillot, 1817)	2493214	Hippolais polyglotta (Vieillot, 1817)	49	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Hippolais	2493213	Hippolais polyglotta	2493214	LC
2498034	Anser cygnoides (Linnaeus, 1758)	2498034	Anser cygnoides (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser cygnoides	2498034	VU
2498247	Melanitta nigra (Linnaeus, 1758)	2498247	Melanitta nigra (Linnaeus, 1758)	1076	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta nigra	2498247	LC
2480906	Ardeola ralloides (Scopoli, 1769)	2480906	Ardeola ralloides (Scopoli, 1769)	36	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardeola	2480901	Ardeola ralloides	2480906	LC
10233847	Curruca sarda (Temminck, 1820)	2492965	Sylvia sarda Temminck, 1820	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia sarda	2492965	LC
2487883	Lophophanes cristatus (Linnaeus, 1758)	2487883	Lophophanes cristatus (Linnaeus, 1758)	2230	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Lophophanes	2487881	Lophophanes cristatus	2487883	LC
2494441	Fringilla montifringilla Linnaeus, 1758	2494441	Fringilla montifringilla Linnaeus, 1758	2262	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Fringilla	2494421	Fringilla montifringilla	2494441	LC
2480850	Ixobrychus minutus (Linnaeus, 1766)	2480850	Ixobrychus minutus (Linnaeus, 1766)	54	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ixobrychus	2480843	Ixobrychus minutus	2480850	LC
2498388	Aix galericulata (Linnaeus, 1758)	2498388	Aix galericulata (Linnaeus, 1758)	370	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix galericulata	2498388	LC
4408670	Lanius phoenicuroides (Schalow, 1875)	4408670	Lanius phoenicuroides (Schalow, 1875)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius phoenicuroides	4408670	LC
2481912	Ciconia ciconia (Linnaeus, 1758)	2481912	Ciconia ciconia (Linnaeus, 1758)	6407	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Ciconia	2481908	Ciconia ciconia	2481912	LC
2498338	Cygnus columbianus (Ord, 1815)	2498338	Cygnus columbianus (Ord, 1815)	858	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	2498334	Cygnus columbianus	2498338	LC
2490728	Turdus obscurus Gmelin, 1789	2490728	Turdus obscurus Gmelin, 1789	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus obscurus	2490728	LC
2498387	Aix sponsa (Linnaeus, 1758)	2498387	Aix sponsa (Linnaeus, 1758)	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix sponsa	2498387	LC
7806848	Certhia brachydactyla C.L.Brehm, 1820	7806848	Certhia brachydactyla C.L.Brehm, 1820	10981	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Certhiidae	5227	Certhia	2487601	Certhia brachydactyla	7806848	LC
2480770	Geronticus eremita (Linnaeus, 1758)	2480770	Geronticus eremita (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Geronticus	2480768	Geronticus eremita	2480770	EN
5229389	Phalaropus tricolor (Vieillot, 1819)	5229389	Phalaropus tricolor (Vieillot, 1819)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus tricolor	5229389	LC
2481172	Larus marinus Linnaeus, 1758	2481172	Larus marinus Linnaeus, 1758	5255	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus marinus	2481172	LC
5739290	Phalaropus lobatus (Linnaeus, 1758)	5739290	Phalaropus lobatus (Linnaeus, 1758)	166	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus lobatus	5739290	LC
2474156	Coturnix coturnix (Linnaeus, 1758)	2474156	Coturnix coturnix (Linnaeus, 1758)	205	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Coturnix	2474126	Coturnix coturnix	2474156	LC
4408455	Hydrobates pelagicus (Linnaeus, 1758)	4408455	Hydrobates pelagicus (Linnaeus, 1758)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Hydrobates	2481972	Hydrobates pelagicus	4408455	LC
9797180	Ardea cinerea Linnaeus, 1758	9797180	Ardea cinerea Linnaeus, 1758	24631	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea cinerea	9797180	LC
2482077	Podilymbus podiceps (Linnaeus, 1758)	2482077	Podilymbus podiceps (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podilymbus	2482075	Podilymbus podiceps	2482077	LC
9687165	Motacilla alba Linnaeus, 1758	9687165	Motacilla alba Linnaeus, 1758	14826	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Motacilla	2490295	Motacilla alba	9687165	LC
2481299	Alle alle (Linnaeus, 1758)	2481299	Alle alle (Linnaeus, 1758)	77	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Alle	2481298	Alle alle	2481299	LC
2481784	Numenius phaeopus (Linnaeus, 1758)	2481784	Numenius phaeopus (Linnaeus, 1758)	1428	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius phaeopus	2481784	LC
2498017	Anser albifrons (Scopoli, 1769)	2498017	Anser albifrons (Scopoli, 1769)	6257	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser albifrons	2498017	LC
2481205	Rissa tridactyla (Linnaeus, 1758)	2481205	Rissa tridactyla (Linnaeus, 1758)	413	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Rissa	2481203	Rissa tridactyla	2481205	VU
2493075	Phylloscopus fuscatus (Blyth, 1842)	2493075	Phylloscopus fuscatus (Blyth, 1842)	58	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus fuscatus	2493075	LC
2490283	Anthus cervinus (Pallas, 1811)	2490283	Anthus cervinus (Pallas, 1811)	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus cervinus	2490283	LC
2481713	Tringa glareola Linnaeus, 1758	2481713	Tringa glareola Linnaeus, 1758	947	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa glareola	2481713	LC
2481339	Uria lomvia (Linnaeus, 1758)	2481339	Uria lomvia (Linnaeus, 1758)	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Uria	2481338	Uria lomvia	2481339	LC
2484155	Quiscalus quiscula (Linnaeus, 1758)	2484155	Quiscalus quiscula (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Quiscalus	2484132	Quiscalus quiscula	2484155	NT
10983621	Curruca nisoria (Bechstein, 1792)	2492955	Sylvia nisoria (Bechstein, 1792)	32	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia nisoria	2492955	LC
2482065	Podiceps nigricollis C.L.Brehm, 1831	2482065	Podiceps nigricollis C.L.Brehm, 1831	1407	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps nigricollis	2482065	LC
2474831	Rallus aquaticus Linnaeus, 1758	2474831	Rallus aquaticus Linnaeus, 1758	1979	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus aquaticus	2474831	LC
2480242	Vanellus vanellus (Linnaeus, 1758)	2480242	Vanellus vanellus (Linnaeus, 1758)	17466	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Vanellus	3242344	Vanellus vanellus	2480242	NT
2480259	Recurvirostra avosetta Linnaeus, 1758	2480259	Recurvirostra avosetta Linnaeus, 1758	4711	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Recurvirostra	2480255	Recurvirostra avosetta	2480259	LC
5845386	Pastor roseus (Linnaeus, 1758)	5845386	Pastor roseus (Linnaeus, 1758)	61	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Pastor	7799469	Pastor roseus	5845386	LC
9809229	Sturnus vulgaris Linnaeus, 1758	9809229	Sturnus vulgaris Linnaeus, 1758	22450	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Sturnus	2489099	Sturnus vulgaris	9809229	LC
2481710	Tringa solitaria A.Wilson, 1813	2481710	Tringa solitaria A.Wilson, 1813	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa solitaria	2481710	LC
6093527	Regulus ignicapilla (Temminck, 1820)	6093527	Regulus ignicapilla (Temminck, 1820)	1409	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Regulidae	5279	Regulus	2484589	Regulus ignicapilla	6093527	LC
2480726	Pandion haliaetus (Linnaeus, 1758)	2480726	Pandion haliaetus (Linnaeus, 1758)	614	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Pandionidae	4408414	Pandion	2480725	Pandion haliaetus	2480726	LC
2481789	Numenius tenuirostris Vieillot, 1817	2481789	Numenius tenuirostris Vieillot, 1817	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius tenuirostris	2481789	CR
7341585	Phylloscopus ibericus Ticehurst, 1937	7341585	Phylloscopus ibericus Ticehurst, 1937	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus ibericus	7341585	LC
8144830	Loxia leucoptera J.F.Gmelin, 1789	8144830	Loxia leucoptera J.F.Gmelin, 1789	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Loxia	2494150	Loxia leucoptera	8144830	LC
2492867	Lanius senator Linnaeus, 1758	2492867	Lanius senator Linnaeus, 1758	33	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius senator	2492867	NT
2480389	Gyps fulvus (Hablizl, 1783)	2480389	Gyps fulvus (Hablizl, 1783)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Gyps	2480382	Gyps fulvus	2480389	LC
5229230	Sterna paradisaea Pontoppidan, 1763	5229230	Sterna paradisaea Pontoppidan, 1763	491	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna paradisaea	5229230	LC
2492942	Sylvia borin (Boddaert, 1783)	2492942	Sylvia borin (Boddaert, 1783)	2866	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia borin	2492942	LC
2493367	Panurus biarmicus (Linnaeus, 1758)	2493367	Panurus biarmicus (Linnaeus, 1758)	1316	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Panuridae	6100802	Panurus	2493366	Panurus biarmicus	2493367	LC
2479226	Psittacula krameri (Scopoli, 1769)	2479226	Psittacula krameri (Scopoli, 1769)	4781	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Psittacula	2479192	Psittacula krameri	2479226	LC
2480297	Charadrius leschenaultii Lesson, 1826	2480297	Charadrius leschenaultii Lesson, 1826	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius leschenaultii	2480297	LC
2480666	Circaetus gallicus (Gmelin, 1788)	2480666	Circaetus gallicus (Gmelin, 1788)	71	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circaetus	2480661	Circaetus gallicus	2480666	LC
5232451	Branta ruficollis (Pallas, 1769)	5232451	Branta ruficollis (Pallas, 1769)	303	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta ruficollis	5232451	VU
9274012	Spatula querquedula (Linnaeus, 1758)	2498083	Anas querquedula Linnaeus, 1758	1634	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas querquedula	2498083	LC
2487879	Cyanistes caeruleus (Linnaeus, 1758)	2487879	Cyanistes caeruleus (Linnaeus, 1758)	23629	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Cyanistes	2487875	Cyanistes caeruleus	2487879	LC
2491678	Calcarius lapponicus (Linnaeus, 1758)	2491678	Calcarius lapponicus (Linnaeus, 1758)	202	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Calcarius	2491676	Calcarius lapponicus	2491678	LC
2498252	Alopochen aegyptiaca (Linnaeus, 1766)	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	16628	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Alopochen	2498251	Alopochen aegyptiaca	2498252	LC
2498347	Cygnus cygnus (Linnaeus, 1758)	2498347	Cygnus cygnus (Linnaeus, 1758)	923	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	2498334	Cygnus cygnus	2498347	LC
2481120	Chlidonias leucopterus (Temminck, 1815)	2481120	Chlidonias leucopterus (Temminck, 1815)	81	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chlidonias	2481118	Chlidonias leucopterus	2481120	LC
2493129	Acrocephalus schoenobaenus (Linnaeus, 1758)	2493129	Acrocephalus schoenobaenus (Linnaeus, 1758)	4183	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus schoenobaenus	2493129	LC
10507373	Curruca communis (Latham, 1787)	2492943	Sylvia communis Latham, 1787	5182	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia communis	2492943	LC
2494394	Bucanetes githagineus (M.H.K.Lichtenstein, 1823)	2494394	Bucanetes githagineus (M.H.K.Lichtenstein, 1823)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Bucanetes	2494393	Bucanetes githagineus	2494394	LC
2494543	Pyrrhula pyrrhula (Linnaeus, 1758)	2494543	Pyrrhula pyrrhula (Linnaeus, 1758)	2113	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Pyrrhula	2494529	Pyrrhula pyrrhula	2494543	LC
9444556	Lanius excubitor Linnaeus, 1758	9444556	Lanius excubitor Linnaeus, 1758	465	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius excubitor	9444556	LC
2493136	Acrocephalus palustris (Bechstein, 1798)	2493136	Acrocephalus palustris (Bechstein, 1798)	1514	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus palustris	2493136	LC
2493114	Acrocephalus paludicola (Vieillot, 1817)	2493114	Acrocephalus paludicola (Vieillot, 1817)	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus paludicola	2493114	VU
2494422	Fringilla coelebs Linnaeus, 1758	2494422	Fringilla coelebs Linnaeus, 1758	22340	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Fringilla	2494421	Fringilla coelebs	2494422	LC
5229249	Sterna dougallii Montagu, 1813	5229249	Sterna dougallii Montagu, 1813	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna dougallii	5229249	LC
5232464	Branta leucopsis (Bechstein, 1803)	5232464	Branta leucopsis (Bechstein, 1803)	8653	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta leucopsis	5232464	LC
2480876	Egretta garzetta (Linnaeus, 1766)	2480876	Egretta garzetta (Linnaeus, 1766)	1725	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta garzetta	2480876	LC
2495696	Streptopelia decaocto (Frivaldszky, 1838)	2495696	Streptopelia decaocto (Frivaldszky, 1838)	9236	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia decaocto	2495696	LC
4408498	Crex crex (Linnaeus, 1758)	4408498	Crex crex (Linnaeus, 1758)	58	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Crex	3242956	Crex crex	4408498	LC
2498090	Anas bahamensis Linnaeus, 1758	2498090	Anas bahamensis Linnaeus, 1758	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas bahamensis	2498090	LC
5231438	Troglodytes troglodytes (Linnaeus, 1758)	5231438	Troglodytes troglodytes (Linnaeus, 1758)	18884	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Troglodytes	2493899	Troglodytes troglodytes	5231438	LC
5844449	Aquila fasciata Vieillot, 1822	5844449	Aquila fasciata Vieillot, 1822	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila fasciata	5844449	LC
5231244	Oenanthe deserti (Temminck, 1825)	5231244	Oenanthe deserti (Temminck, 1825)	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe deserti	5231244	LC
2498035	Anser indicus (Latham, 1790)	2498035	Anser indicus (Latham, 1790)	474	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser indicus	2498035	LC
5846290	Saxicola maurus (Pallas, 1773)	5846290	Saxicola maurus (Pallas, 1773)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Saxicola	2492516	Saxicola maurus	5846290	NE
6065841	Hydrocoloeus minutus (Pallas, 1776)	6065841	Hydrocoloeus minutus (Pallas, 1776)	653	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Hydrocoloeus	4848514	Hydrocoloeus minutus	6065841	LC
8214667	Anas crecca Linnaeus, 1758	8214667	Anas crecca Linnaeus, 1758	8803	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas crecca	8214667	LC
2492542	Luscinia luscinia (Linnaeus, 1758)	2492542	Luscinia luscinia (Linnaeus, 1758)	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia luscinia	2492542	LC
2482499	Corvus splendens Vieillot, 1817	2482499	Corvus splendens Vieillot, 1817	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus splendens	2482499	LC
2493052	Phylloscopus trochilus (Linnaeus, 1758)	2493052	Phylloscopus trochilus (Linnaeus, 1758)	7044	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus trochilus	2493052	LC
