taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5739298	Aegolius funereus (Linnaeus, 1758)	5739298	Aegolius funereus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Aegolius	8095667	Aegolius funereus	5739298	LC
9039514	Curruca nana Hemprich & Ehrenberg, 1833	2492963	Sylvia nana (Hemprich & Ehrenberg, 1833)	10	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia nana	2492963	LC
7937336	Charadrius dubius Scopoli, 1786	7937336	Charadrius dubius Scopoli, 1786	2502	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius dubius	7937336	LC
2480491	Circus macrourus (S.G.Gmelin, 1770)	2480491	Circus macrourus (S.G.Gmelin, 1770)	64	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circus	2480481	Circus macrourus	2480491	NT
2480758	Glareola nordmanni Fischer von Waldheim, 1842	2480758	Glareola nordmanni Fischer von Waldheim, 1842	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Glareolidae	5245	Glareola	2480753	Glareola nordmanni	2480758	NT
2493137	Acrocephalus agricola (Jerdon, 1845)	2493137	Acrocephalus agricola (Jerdon, 1845)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus agricola	2493137	LC
6871058	Acanthis cabaret (Müller & Pls, 1776)	8732478	Acanthis flammea cabaret (P.L.Statius Müller, 1776)	297	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Acanthis	6782561	Acanthis flammea	5231630	NE
6100851	Saxicola stejnegeri (Parrot, 1908)	6100851	Saxicola stejnegeri (Parrot, 1908)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Saxicola	2492516	Saxicola stejnegeri	6100851	NE
2481746	Calidris ruficollis (Pallas, 1776)	2481746	Calidris ruficollis (Pallas, 1776)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris ruficollis	2481746	NT
5228676	Apus apus (Linnaeus, 1758)	5228676	Apus apus (Linnaeus, 1758)	7578	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Apus	2235048	Apus apus	5228676	LC
2481703	Xenus cinereus (Guldenstadt, 1775)	2481703	Xenus cinereus (Guldenstadt, 1775)	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Xenus	2481702	Xenus cinereus	2481703	LC
6065818	Chroicocephalus philadelphia (Ord, 1815)	6065818	Chroicocephalus philadelphia (Ord, 1815)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chroicocephalus	4848452	Chroicocephalus philadelphia	6065818	NE
2498027	Anser fabalis (Latham, 1787)	2498027	Anser fabalis (Latham, 1787)	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser fabalis	2498027	LC
8277073	Alca torda Linnaeus, 1758	8277073	Alca torda Linnaeus, 1758	240	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Alca	2481308	Alca torda	8277073	LC
10943800	Gulosus aristotelis (Linnaeus, 1761)	2481861	Phalacrocorax aristotelis (Linnaeus, 1761)	300	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Phalacrocoracidae	5268	Phalacrocorax	2481854	Phalacrocorax aristotelis	2481861	LC
2487430	Vireo olivaceus (Linnaeus, 1766)	2487430	Vireo olivaceus (Linnaeus, 1766)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo olivaceus	2487430	LC
2481819	Gallinago gallinago (Linnaeus, 1758)	2481819	Gallinago gallinago (Linnaeus, 1758)	4559	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Gallinago	2481808	Gallinago gallinago	2481819	LC
5231198	Passer montanus (Linnaeus, 1758)	5231198	Passer montanus (Linnaeus, 1758)	2412	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passeridae	5264	Passer	2492321	Passer montanus	5231198	LC
7477624	Clanga clanga (Pallas, 1811)	2480509	Aquila clanga Pallas, 1811	9	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila clanga	2480509	VU
2495414	Columba livia J.F.Gmelin, 1789	2495414	Columba livia J.F.Gmelin, 1789	6958	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba livia	2495414	LC
2497295	Asio flammeus (Pontoppidan, 1763)	2497295	Asio flammeus (Pontoppidan, 1763)	318	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Asio	8373955	Asio flammeus	2497295	LC
2498163	Anser canagicus (Sevastianov, 1802)	2498162	Chen canagica (Sevastianov, 1802)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Chen	2498159	Chen canagica	2498162	NT
2480372	Elanus caeruleus (Desfontaines, 1789)	2480372	Elanus caeruleus (Desfontaines, 1789)	41	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanus	2480366	Elanus caeruleus	2480372	LC
2482059	Podiceps auritus (Linnaeus, 1758)	2482059	Podiceps auritus (Linnaeus, 1758)	586	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps auritus	2482059	VU
5232446	Branta bernicla (Linnaeus, 1758)	5232446	Branta bernicla (Linnaeus, 1758)	3216	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta bernicla	5232446	LC
2481749	Calidris minuta (Leisler, 1812)	2481749	Calidris minuta (Leisler, 1812)	571	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris minuta	2481749	LC
5231190	Passer domesticus (Linnaeus, 1758)	5231190	Passer domesticus (Linnaeus, 1758)	14855	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passeridae	5264	Passer	2492321	Passer domesticus	5231190	LC
2498024	Anser brachyrhynchus Baillon, 1834	2498024	Anser brachyrhynchus Baillon, 1834	411	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser brachyrhynchus	2498024	LC
2487843	Poecile palustris (Linnaeus, 1758)	2487843	Poecile palustris (Linnaeus, 1758)	2660	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Poecile	2487782	Poecile palustris	2487843	LC
8151548	Ichthyaetus melanocephalus (Temminck, 1820)	8151548	Ichthyaetus melanocephalus (Temminck, 1820)	995	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Ichthyaetus	7237184	Ichthyaetus melanocephalus	8151548	NE
2498238	Melanitta fusca (Linnaeus, 1758)	2498238	Melanitta fusca (Linnaeus, 1758)	273	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta fusca	2498238	VU
7901064	Turdus philomelos C.L.Brehm, 1831	7901064	Turdus philomelos C.L.Brehm, 1831	10405	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus philomelos	7901064	LC
2480513	Aquila nipalensis Hodgson, 1833	2480513	Aquila nipalensis Hodgson, 1833	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila nipalensis	2480513	EN
2491490	Emberiza caesia Cretzschmar, 1827	2491490	Emberiza caesia Cretzschmar, 1827	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza caesia	2491490	LC
2497266	Athene noctua (Scopoli, 1769)	2497266	Athene noctua (Scopoli, 1769)	515	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Athene	2497239	Athene noctua	2497266	LC
9362027	Mareca strepera (Linnaeus, 1758)	2498151	Anas strepera Linnaeus, 1758	15024	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas strepera	2498151	LC
2492956	Sylvia atricapilla (Linnaeus, 1758)	2492956	Sylvia atricapilla (Linnaeus, 1758)	9953	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia atricapilla	2492956	LC
2474936	Anthropoides virgo (Linnaeus, 1758)	2474936	Anthropoides virgo (Linnaeus, 1758)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Gruidae	9313	Anthropoides	2474935	Anthropoides virgo	2474936	LC
2498265	Aythya marila (Linnaeus, 1761)	2498265	Aythya marila (Linnaeus, 1761)	686	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya marila	2498265	LC
11034996	Curruca curruca (Linnaeus, 1758)	2492960	Sylvia curruca (Linnaeus, 1758)	1581	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia curruca	2492960	LC
2495471	Columba oenas Linnaeus, 1758	2495471	Columba oenas Linnaeus, 1758	9134	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba oenas	2495471	LC
2481240	Thalasseus sandvicensis (Latham, 1787)	2481240	Thalasseus sandvicensis (Latham, 1787)	1752	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus sandvicensis	2481240	LC
2492509	Tarsiger cyanurus (Pallas, 1773)	2492509	Tarsiger cyanurus (Pallas, 1773)	31	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Tarsiger	2492508	Tarsiger cyanurus	2492509	LC
2498305	Oxyura jamaicensis (Gmelin, 1789)	2498305	Oxyura jamaicensis (Gmelin, 1789)	242	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Oxyura	2498299	Oxyura jamaicensis	2498305	LC
9480191	Mareca falcata (Georgi, 1775)	2498096	Anas falcata Georgi, 1775	18	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas falcata	2498096	NT
9317615	Curruca cantillans (Pallas, 1764)	9317615	Curruca cantillans (Pallas, 1764)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Curruca	7988924	Curruca cantillans	9317615	LC
2481618	Stercorarius skua (Brunnich, 1764)	2481618	Stercorarius skua (Brunnich, 1764)	160	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius skua	2481618	LC
2480350	Pelecanus onocrotalus Linnaeus, 1758	2480350	Pelecanus onocrotalus Linnaeus, 1758	31	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus onocrotalus	2480350	LC
2481756	Calidris fuscicollis (Vieillot, 1819)	2481756	Calidris fuscicollis (Vieillot, 1819)	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris fuscicollis	2481756	LC
2497306	Asio otus (Linnaeus, 1758)	2497306	Asio otus (Linnaeus, 1758)	589	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Asio	8373955	Asio otus	2497306	LC
2475532	Alcedo atthis (Linnaeus, 1758)	2475532	Alcedo atthis (Linnaeus, 1758)	3496	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Alcedo	2475493	Alcedo atthis	2475532	LC
2481792	Numenius arquata (Linnaeus, 1758)	2481792	Numenius arquata (Linnaeus, 1758)	7886	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Numenius	2481781	Numenius arquata	2481792	NT
5739315	Phoenicurus ochruros (S.G.Gmelin, 1774)	5739315	Phoenicurus ochruros (S.G.Gmelin, 1774)	1345	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Phoenicurus	5429347	Phoenicurus ochruros	5739315	LC
2493060	Phylloscopus coronatus (Temminck & Schlegel, 1847)	2493060	Phylloscopus coronatus (Temminck & Schlegel, 1847)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus coronatus	2493060	LC
2496464	Clamator glandarius (Linnaeus, 1758)	2496464	Clamator glandarius (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Clamator	2496463	Clamator glandarius	2496464	LC
2490255	Anthus spinoletta (Linnaeus, 1758)	2490255	Anthus spinoletta (Linnaeus, 1758)	883	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus spinoletta	2490255	LC
2498180	Netta rufina (Pallas, 1773)	2498180	Netta rufina (Pallas, 1773)	883	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Netta	2498176	Netta rufina	2498180	LC
2475419	Merops persicus Pallas, 1773	2475419	Merops persicus Pallas, 1773	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Meropidae	9320	Merops	2475391	Merops persicus	2475419	LC
2490303	Motacilla tschutschensis Gmelin, 1789	2490303	Motacilla tschutschensis Gmelin, 1789	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Motacilla	2490295	Motacilla tschutschensis	2490303	LC
9235549	Sibirionetta formosa (Georgi, 1775)	2498107	Anas formosa Georgi, 1775	21	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas formosa	2498107	LC
5788869	Oenanthe melanoleuca (Güldenstädt, 1775)	5845302	Oenanthe hispanica melanoleuca (Guldenstadt, 1775)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe hispanica	5231235	NE
2493058	Phylloscopus sibilatrix (Bechstein, 1793)	8128385	Phylloscopus sibillatrix (Bechstein, 1792)	446	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus sibillatrix	8128385	LC
2497701	Otus scops (Linnaeus, 1758)	2497701	Otus scops (Linnaeus, 1758)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Otus	2497654	Otus scops	2497701	LC
2484605	Bombycilla garrulus (Linnaeus, 1758)	2484605	Bombycilla garrulus (Linnaeus, 1758)	196	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Bombycillidae	5215	Bombycilla	2484604	Bombycilla garrulus	2484605	LC
4408827	Phylloscopus orientalis (C.L.Brehm, 1855)	4408827	Phylloscopus orientalis (C.L.Brehm, 1855)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus orientalis	4408827	LC
10630343	Curruca hortensis (J.F.Gmelin, 1789)	2492944	Sylvia hortensis (Gmelin, 1789)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia hortensis	2492944	LC
2480824	Butorides striata (Linnaeus, 1758)	2480824	Butorides striata (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Butorides	2480817	Butorides striata	2480824	LC
2480449	Haliaeetus albicilla (Linnaeus, 1758)	2480449	Haliaeetus albicilla (Linnaeus, 1758)	1329	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Haliaeetus	2480444	Haliaeetus albicilla	2480449	LC
8104397	Linaria cannabina (Linnaeus, 1758)	8104397	Linaria cannabina (Linnaeus, 1758)	7000	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Linaria	8741507	Linaria cannabina	8104397	LC
2480757	Glareola pratincola (Linnaeus, 1766)	2480757	Glareola pratincola (Linnaeus, 1766)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Glareolidae	5245	Glareola	2480753	Glareola pratincola	2480757	LC
2498329	Bucephala albeola (Linnaeus, 1758)	2498329	Bucephala albeola (Linnaeus, 1758)	112	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Bucephala	2498324	Bucephala albeola	2498329	LC
2482613	Nucifraga caryocatactes (Linnaeus, 1758)	2482613	Nucifraga caryocatactes (Linnaeus, 1758)	72	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Nucifraga	2482612	Nucifraga caryocatactes	2482613	LC
2481721	Tringa flavipes (Gmelin, 1789)	2481721	Tringa flavipes (Gmelin, 1789)	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa flavipes	2481721	LC
2498250	Melanitta americana (Swainson, 1832)	6178415	Melanitta nigra americana (Swainson, 1832)	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta nigra	2498247	NT
2495093	Cinclus cinclus (Linnaeus, 1758)	2495093	Cinclus cinclus (Linnaeus, 1758)	76	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cinclidae	9290	Cinclus	2495086	Cinclus cinclus	2495093	LC
9615912	Turdus eunomus Temminck, 1831	9615912	Turdus eunomus Temminck, 1831	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus eunomus	9615912	LC
10700636	Curruca iberiae (Svensson, 2013)	10700636	Curruca iberiae (Svensson, 2013)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Curruca	7988924	Curruca iberiae	10700636	NE
11016136	Curruca deserti (Loche, 1858)	6093943	Sylvia deserti (Loche, 1858)	12	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia deserti	6093943	LC
2481181	Larus cachinnans Pallas, 1811	2481181	Larus cachinnans Pallas, 1811	683	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus cachinnans	2481181	LC
5229380	Puffinus puffinus (Brunnich, 1764)	5229380	Puffinus puffinus (Brunnich, 1764)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Puffinus	5229335	Puffinus puffinus	5229380	LC
2481681	Limosa lapponica (Linnaeus, 1758)	2481681	Limosa lapponica (Linnaeus, 1758)	1865	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limosa	2481679	Limosa lapponica	2481681	NT
2498015	Tadorna ferruginea (Pallas, 1764)	2498015	Tadorna ferruginea (Pallas, 1764)	813	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Tadorna	2498006	Tadorna ferruginea	2498015	LC
2481110	Phoenicopterus chilensis Molina, 1782	2481110	Phoenicopterus chilensis Molina, 1782	85	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phoenicopteriformes	7191426	Phoenicopteridae	5269	Phoenicopterus	2481102	Phoenicopterus chilensis	2481110	NT
2481134	Larus delawarensis Ord, 1815	2481134	Larus delawarensis Ord, 1815	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus delawarensis	2481134	LC
2491719	Plectrophenax nivalis (Linnaeus, 1758)	2491719	Plectrophenax nivalis (Linnaeus, 1758)	459	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Plectrophenax	2491717	Plectrophenax nivalis	2491719	LC
2487866	Poecile montanus (Conrad von Baldenstein, 1827)	2487866	Poecile montanus (Conrad von Baldenstein, 1827)	1469	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Poecile	2487782	Poecile montanus	2487866	LC
5232162	Glaucidium passerinum (Linnaeus, 1758)	5232162	Glaucidium passerinum (Linnaeus, 1758)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Glaucidium	2497151	Glaucidium passerinum	5232162	LC
8109681	Caprimulgus europaeus Linnaeus, 1758	8109681	Caprimulgus europaeus Linnaeus, 1758	226	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Caprimulgus	2496826	Caprimulgus europaeus	8109681	LC
8332393	Spatula clypeata (Linnaeus, 1758)	2498089	Anas clypeata Linnaeus, 1758	9743	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas clypeata	2498089	LC
5229400	Calidris himantopus (Bonaparte, 1826)	5229400	Calidris himantopus (Bonaparte, 1826)	27	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris himantopus	5229400	LC
2480934	Ardea purpurea Linnaeus, 1766	2480934	Ardea purpurea Linnaeus, 1766	1046	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea purpurea	2480934	LC
5229360	Puffinus mauretanicus Lowe, 1921	5229360	Puffinus mauretanicus Lowe, 1921	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Puffinus	5229335	Puffinus mauretanicus	5229360	CR
7341805	Setophaga coronata (Linnaeus, 1766)	7341805	Setophaga coronata (Linnaeus, 1766)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga coronata	7341805	LC
7745240	Lanius collurio Linnaeus, 1758	7745240	Lanius collurio Linnaeus, 1758	337	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius collurio	7745240	LC
2487603	Certhia familiaris Linnaeus, 1758	2487603	Certhia familiaris Linnaeus, 1758	111	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Certhiidae	5227	Certhia	2487601	Certhia familiaris	2487603	LC
2480524	Buteo lagopus (Pontoppidan, 1763)	2480524	Buteo lagopus (Pontoppidan, 1763)	556	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo lagopus	2480524	LC
2487877	Cyanistes cyanus (Pallas, 1770)	2487877	Cyanistes cyanus (Pallas, 1770)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Cyanistes	2487875	Cyanistes cyanus	2487877	LC
2493063	Phylloscopus schwarzi (Radde, 1863)	2493063	Phylloscopus schwarzi (Radde, 1863)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus schwarzi	2493063	LC
2493091	Phylloscopus collybita (Vieillot, 1817)	2493091	Phylloscopus collybita (Vieillot, 1817)	15985	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus collybita	2493091	LC
2498046	Chenonetta jubata (Latham, 1802)	2498046	Chenonetta jubata (Latham, 1802)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Chenonetta	2498045	Chenonetta jubata	2498046	LC
9629160	Loxia curvirostra Linnaeus, 1758	9629160	Loxia curvirostra Linnaeus, 1758	661	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Loxia	2494150	Loxia curvirostra	9629160	LC
2479329	Platycercus eximius (Shaw, 1792)	2479329	Platycercus eximius (Shaw, 1792)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Platycercus	9623552	Platycercus eximius	2479329	LC
2480331	Pluvialis fulva (Gmelin, 1789)	2480331	Pluvialis fulva (Gmelin, 1789)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Pluvialis	2480326	Pluvialis fulva	2480331	LC
2495000	Aegithalos caudatus (Linnaeus, 1758)	2495000	Aegithalos caudatus (Linnaeus, 1758)	7127	SPECIES	DOUBTFUL	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Aegithalidae	2878	Aegithalos	9270076	Aegithalos caudatus	2495000	LC
