frame,time,class,probability,probability_rank
0,0:00:00,norsho,0.09324244409799576,1
0,0:00:00,watrai1,0.08110766857862473,2
0,0:00:00,eurcoo,0.054299548268318176,3
0,0:00:00,tawowl1,0.04363960027694702,4
0,0:00:00,commoo3,0.039928533136844635,5
1,0:00:05,eurcoo,0.07731999456882477,1
1,0:00:05,loeowl,0.07263778895139694,2
1,0:00:05,tawowl1,0.07152458280324936,3
1,0:00:05,watrai1,0.05571440979838371,4
1,0:00:05,eueowl1,0.03598911687731743,5
2,0:00:10,loeowl,0.08974394202232361,1
2,0:00:10,tawowl1,0.06786543130874634,2
2,0:00:10,eurcoo,0.044352296739816666,3
2,0:00:10,comcra,0.038664646446704865,4
2,0:00:10,eueowl1,0.03845825791358948,5
3,0:00:15,tawowl1,0.07695717364549637,1
3,0:00:15,loeowl,0.06713803112506866,2
3,0:00:15,comcra,0.04660942777991295,3
3,0:00:15,eurcoo,0.045266736298799515,4
3,0:00:15,eueowl1,0.03440393880009651,5
4,0:00:20,tawowl1,0.08254825323820114,1
4,0:00:20,eurcoo,0.06654713302850723,2
4,0:00:20,watrai1,0.048168499022722244,3
4,0:00:20,eueowl1,0.04485545679926872,4
4,0:00:20,commoo3,0.040876105427742004,5
5,0:00:25,commoo3,0.07368666678667068,1
5,0:00:25,eurcoo,0.06517509371042252,2
5,0:00:25,tawowl1,0.06138987839221954,3
5,0:00:25,comqua1,0.05353560671210289,4
5,0:00:25,watrai1,0.042410969734191895,5
6,0:00:30,tawowl1,0.10409363359212875,1
6,0:00:30,eurcoo,0.08300809562206268,2
6,0:00:30,loeowl,0.08168495446443558,3
6,0:00:30,eueowl1,0.06313560158014297,4
6,0:00:30,commoo3,0.04897964745759964,5
7,0:00:35,tawowl1,0.10239750146865845,1
7,0:00:35,eueowl1,0.08595874905586243,2
7,0:00:35,loeowl,0.08179610967636108,3
7,0:00:35,eurcoo,0.0675627663731575,4
7,0:00:35,commoo3,0.05131235718727112,5
8,0:00:40,eueowl1,0.08668801933526993,1
8,0:00:40,loeowl,0.06936388462781906,2
8,0:00:40,commoo3,0.06523971259593964,3
8,0:00:40,wesowl1,0.06006244942545891,4
8,0:00:40,grhowl2,0.05917414277791977,5
9,0:00:45,norsho,0.1189727634191513,1
9,0:00:45,commoo3,0.06530138105154037,2
9,0:00:45,loeowl,0.049712974578142166,3
9,0:00:45,rinphe,0.045272182673215866,4
9,0:00:45,comcra,0.04446679726243019,5
10,0:00:50,loeowl,0.12760168313980103,1
10,0:00:50,eueowl1,0.11035747826099396,2
10,0:00:50,commoo3,0.0937969833612442,3
10,0:00:50,tawowl1,0.06179018318653107,4
10,0:00:50,eurcoo,0.05249354615807533,5
11,0:00:55,watrai1,0.07529265433549881,1
11,0:00:55,grswoo,0.0694206953048706,2
11,0:00:55,eurcoo,0.06532647460699081,3
11,0:00:55,commoo3,0.0623907595872879,4
11,0:00:55,blawoo1,0.06187427416443825,5
