frame,class,probability
0,picus_viridis,0.5823676586151123
1,random_other,0.44119471311569214
2,picus_viridis,0.7297849655151367
3,picus_viridis,0.7144516706466675
4,phasianus_colchicus,0.5665626525878906
5,phasianus_colchicus,0.6700376272201538
6,picus_viridis,0.9088367819786072
7,phasianus_colchicus,0.6087082028388977
8,random_other,0.7530528903007507
9,picus_viridis,0.6885355114936829
10,phasianus_colchicus,0.5341179370880127
11,phasianus_colchicus,0.4670509099960327
12,galerida_cristata,0.658832311630249
13,random_other,0.3698769509792328
14,picus_viridis,0.7061246037483215
15,phasianus_colchicus,0.856303334236145
16,random_other,0.4873071014881134
17,picus_viridis,0.5749814510345459
18,galerida_cristata,0.36091628670692444
19,picus_viridis,0.41995730996131897
20,picus_viridis,0.5346778631210327
21,random_other,0.3387138843536377
22,picus_viridis,0.42464569211006165
23,picus_viridis,0.5946418046951294
24,picus_viridis,0.578291118144989
25,phasianus_colchicus,0.5882940888404846
26,galerida_cristata,0.4714237153530121
27,phasianus_colchicus,0.8035964369773865
28,phasianus_colchicus,0.38443538546562195
29,random_other,0.3965515196323395
30,phasianus_colchicus,0.6775797605514526
31,phasianus_colchicus,0.587063729763031
32,galerida_cristata,0.4689244329929352
33,picus_viridis,0.48298782110214233
34,random_other,0.4906372129917145
35,picus_viridis,0.6463685035705566
36,random_other,0.48535746335983276
37,random_other,0.4630826413631439
38,phasianus_colchicus,0.49454429745674133
39,phasianus_colchicus,0.7334691286087036
40,picus_viridis,0.6446592211723328
41,picus_viridis,0.8828731775283813
42,picus_viridis,0.38844966888427734
43,phasianus_colchicus,0.4263055920600891
44,random_other,0.4581363797187805
45,phasianus_colchicus,0.328185498714447
46,picus_viridis,0.5946270823478699
47,random_other,0.9289326071739197
48,picus_viridis,0.36837202310562134
49,picus_viridis,0.5210140943527222
50,random_other,0.40944230556488037
51,random_other,0.3832038342952728
52,phasianus_colchicus,0.45352599024772644
53,random_other,0.3913467824459076
54,phasianus_colchicus,0.39960259199142456
55,phasianus_colchicus,0.6662788987159729
56,picus_viridis,0.607366144657135
57,random_other,0.2841280698776245
58,picus_viridis,0.6243306994438171
59,picus_viridis,0.7341275215148926
60,picus_viridis,0.41183096170425415
61,random_other,0.6380335092544556
62,phasianus_colchicus,0.6292647123336792
63,picus_viridis,0.5164551138877869
64,picus_viridis,0.8056707382202148
65,galerida_cristata,0.5535386800765991
66,picus_viridis,0.4811103940010071
67,phasianus_colchicus,0.5909118056297302
68,phasianus_colchicus,0.7770623564720154
69,picus_viridis,0.3485628664493561
70,picus_viridis,0.6496946811676025
71,random_other,0.6547742486000061
72,phasianus_colchicus,0.5669191479682922
73,picus_viridis,0.33240029215812683
74,picus_viridis,0.6395207643508911
75,phasianus_colchicus,0.6257388591766357
76,picus_viridis,0.7760130763053894
77,galerida_cristata,0.4782105088233948
78,random_other,0.46183833479881287
79,phasianus_colchicus,0.7877533435821533
80,picus_viridis,0.39718547463417053
81,random_other,0.6629943251609802
82,phasianus_colchicus,0.46645286679267883
83,picus_viridis,0.5704199075698853
84,picus_viridis,0.5040059685707092
85,random_other,0.474912166595459
86,picus_viridis,0.4013167917728424
87,phasianus_colchicus,0.334518700838089
88,random_other,0.5710974931716919
89,picus_viridis,0.7292749881744385
90,galerida_cristata,0.7365362048149109
91,random_other,0.5111922025680542
92,picus_viridis,0.6660940051078796
93,phasianus_colchicus,0.421578586101532
94,picus_viridis,0.6668572425842285
95,picus_viridis,0.36058175563812256
96,phasianus_colchicus,0.5130417943000793
97,phasianus_colchicus,0.4787920415401459
98,phasianus_colchicus,0.8041606545448303
99,phasianus_colchicus,0.355569064617157
100,phasianus_colchicus,0.8462767004966736
101,phasianus_colchicus,0.4913914203643799
102,picus_viridis,0.8783031105995178
103,picus_viridis,0.3800068199634552
104,picus_viridis,0.4221271276473999
105,galerida_cristata,0.450024276971817
106,random_other,0.4515720307826996
107,phasianus_colchicus,0.30767083168029785
108,picus_viridis,0.7186737060546875
109,picus_viridis,0.9497976303100586
110,picus_viridis,0.5002729296684265
111,picus_viridis,0.3594396710395813
112,phasianus_colchicus,0.8940005302429199
113,galerida_cristata,0.9302091002464294
114,picus_viridis,0.3543018400669098
115,phasianus_colchicus,0.44565629959106445
116,phasianus_colchicus,0.47359660267829895
117,picus_viridis,0.4144766628742218
118,picus_viridis,0.7293524146080017
119,random_other,0.5057600736618042
120,picus_viridis,0.8155896663665771
121,phasianus_colchicus,0.711772084236145
122,phasianus_colchicus,0.36810389161109924
123,picus_viridis,0.5880917310714722
124,picus_viridis,0.4024427533149719
125,galerida_cristata,0.6004156470298767
126,picus_viridis,0.5653494000434875
127,random_other,0.429311066865921
128,galerida_cristata,0.5697440505027771
129,random_other,0.4963870644569397
130,picus_viridis,0.8878471255302429
131,picus_viridis,0.782532811164856
132,picus_viridis,0.4654444754123688
133,picus_viridis,0.46647390723228455
134,phasianus_colchicus,0.7285497784614563
135,picus_viridis,0.3865070044994354
136,random_other,0.6503046154975891
137,phasianus_colchicus,0.37081021070480347
138,picus_viridis,0.7361410856246948
139,galerida_cristata,0.4088987112045288
140,galerida_cristata,0.7010245323181152
141,phasianus_colchicus,0.3741658329963684
142,galerida_cristata,0.6044771075248718
143,picus_viridis,0.8952711224555969
144,random_other,0.4160802960395813
145,random_other,0.4405006468296051
146,random_other,0.42517951130867004
147,picus_viridis,0.4454064965248108
148,picus_viridis,0.44547799229621887
149,picus_viridis,0.444766104221344
150,random_other,0.588397741317749
151,phasianus_colchicus,0.5037773251533508
152,phasianus_colchicus,0.36196351051330566
153,picus_viridis,0.7161566615104675
154,phasianus_colchicus,0.7602540254592896
155,phasianus_colchicus,0.4793141484260559
156,random_other,0.6882089972496033
157,phasianus_colchicus,0.7036764025688171
158,picus_viridis,0.7387182712554932
159,picus_viridis,0.7192292213439941
160,phasianus_colchicus,0.3857210874557495
161,random_other,0.49965977668762207
162,phasianus_colchicus,0.3549637794494629
163,galerida_cristata,0.5423750877380371
164,phasianus_colchicus,0.48285773396492004
165,phasianus_colchicus,0.5378545522689819
166,galerida_cristata,0.7643591165542603
167,phasianus_colchicus,0.5843676924705505
168,picus_viridis,0.8409736752510071
169,phasianus_colchicus,0.41862598061561584
170,phasianus_colchicus,0.5246042013168335
171,phasianus_colchicus,0.5801202058792114
172,picus_viridis,0.5240590572357178
173,picus_viridis,0.32836058735847473
174,phasianus_colchicus,0.49867433309555054
175,random_other,0.48572519421577454
176,galerida_cristata,0.39477062225341797
177,phasianus_colchicus,0.4651566445827484
178,phasianus_colchicus,0.45282745361328125
179,random_other,0.49944594502449036
180,random_other,0.40410149097442627
181,phasianus_colchicus,0.4390982389450073
182,phasianus_colchicus,0.8907228708267212
183,picus_viridis,0.7288379073143005
184,picus_viridis,0.6704671382904053
185,random_other,0.4289032816886902
186,picus_viridis,0.5166833400726318
187,picus_viridis,0.5412843227386475
188,picus_viridis,0.7723823189735413
189,picus_viridis,0.7181228399276733
190,picus_viridis,0.5291518568992615
191,phasianus_colchicus,0.5207349061965942
192,phasianus_colchicus,0.6538684964179993
193,random_other,0.5971150398254395
194,random_other,0.4538242816925049
195,picus_viridis,0.6303960084915161
196,phasianus_colchicus,0.39254507422447205
197,picus_viridis,0.5853360891342163
198,phasianus_colchicus,0.6212911009788513
199,random_other,0.4286108911037445
200,random_other,0.5295218229293823
201,random_other,0.44109463691711426
202,picus_viridis,0.5128023624420166
203,phasianus_colchicus,0.7844134569168091
204,picus_viridis,0.6965599656105042
205,random_other,0.4662291407585144
206,galerida_cristata,0.4337727427482605
207,picus_viridis,0.3958340883255005
208,picus_viridis,0.7636522650718689
209,picus_viridis,0.8853031992912292
210,phasianus_colchicus,0.4423656463623047
211,random_other,0.4450066089630127
212,random_other,0.4475596249103546
213,random_other,0.43063318729400635
214,picus_viridis,0.3740394711494446
215,picus_viridis,0.9654542803764343
216,picus_viridis,0.6516599059104919
217,phasianus_colchicus,0.45218876004219055
218,picus_viridis,0.48480257391929626
219,phasianus_colchicus,0.720428466796875
220,phasianus_colchicus,0.36269742250442505
221,picus_viridis,0.5028392672538757
222,random_other,0.41260606050491333
223,phasianus_colchicus,0.728294849395752
224,picus_viridis,0.4279160499572754
225,phasianus_colchicus,0.453696608543396
226,random_other,0.8774926662445068
227,picus_viridis,0.8045049905776978
228,picus_viridis,0.6571130156517029
229,phasianus_colchicus,0.43893691897392273
230,random_other,0.8126521110534668
231,picus_viridis,0.35575658082962036
232,picus_viridis,0.8450514078140259
233,random_other,0.5664845705032349
234,phasianus_colchicus,0.48600366711616516
235,picus_viridis,0.5368786454200745
236,random_other,0.37171420454978943
237,galerida_cristata,0.6621106266975403
238,phasianus_colchicus,0.3989967107772827
239,phasianus_colchicus,0.5354042649269104
240,random_other,0.41450709104537964
241,picus_viridis,0.8257534503936768
242,random_other,0.6705549955368042
243,phasianus_colchicus,0.436460942029953
244,random_other,0.459608793258667
245,phasianus_colchicus,0.3775302767753601
246,random_other,0.569726824760437
247,picus_viridis,0.6996498107910156
248,random_other,0.45828941464424133
249,picus_viridis,0.9124469757080078
250,phasianus_colchicus,0.7262189984321594
251,galerida_cristata,0.8476359248161316
252,phasianus_colchicus,0.3634869456291199
253,galerida_cristata,0.46615102887153625
254,picus_viridis,0.960615336894989
255,phasianus_colchicus,0.5945160388946533
256,phasianus_colchicus,0.49130722880363464
257,random_other,0.6092818379402161
258,phasianus_colchicus,0.47947901487350464
259,phasianus_colchicus,0.32761478424072266
260,galerida_cristata,0.5822885036468506
261,picus_viridis,0.5722910761833191
262,phasianus_colchicus,0.3929460048675537
263,random_other,0.39397504925727844
264,random_other,0.7222557067871094
265,phasianus_colchicus,0.7086445689201355
266,picus_viridis,0.44408944249153137
267,random_other,0.46011292934417725
268,random_other,0.7655721306800842
269,phasianus_colchicus,0.5981492400169373
270,galerida_cristata,0.4339466989040375
271,phasianus_colchicus,0.4106478691101074
272,picus_viridis,0.4235837161540985
273,picus_viridis,0.486616849899292
274,phasianus_colchicus,0.45563843846321106
275,random_other,0.36539357900619507
