frame,time,class,probability
0,0:00:00,commoo3,0.07316693663597107
1,0:00:05,commoo3,0.11922312527894974
2,0:00:10,eurcoo,0.11689277738332748
3,0:00:15,tawowl1,0.13431324064731598
4,0:00:20,tawowl1,0.10197276622056961
5,0:00:25,eurcoo,0.09808343648910522
6,0:00:30,tawowl1,0.07532773166894913
7,0:00:35,loeowl,0.09623528271913528
8,0:00:40,loeowl,0.08485234528779984
9,0:00:45,eueowl1,0.057470403611660004
10,0:00:50,eurcoo,0.09237322956323624
11,0:00:55,tawowl1,0.11917123198509216
12,0:01:00,eurcoo,0.12746430933475494
13,0:01:05,loeowl,0.10659094154834747
14,0:01:10,eurcoo,0.12818776071071625
15,0:01:15,loeowl,0.05981980636715889
16,0:01:20,loeowl,0.10035781562328339
17,0:01:25,loeowl,0.14220938086509705
18,0:01:30,loeowl,0.08347553014755249
19,0:01:35,eurcoo,0.08954767137765884
20,0:01:40,loeowl,0.10938417911529541
21,0:01:45,norsho,0.21722586452960968
22,0:01:50,norsho,0.09174462407827377
23,0:01:55,loeowl,0.08764250576496124
24,0:02:00,tawowl1,0.0681089237332344
25,0:02:05,tawowl1,0.07385826110839844
26,0:02:10,brnowl,0.08717848360538483
27,0:02:15,tawowl1,0.1730683594942093
28,0:02:20,tawowl1,0.10959385335445404
29,0:02:25,tawowl1,0.12377385795116425
30,0:02:30,tawowl1,0.12615777552127838
31,0:02:35,tawowl1,0.18057644367218018
32,0:02:40,tawowl1,0.13097505271434784
33,0:02:45,tawowl1,0.09874678403139114
34,0:02:50,tawowl1,0.13611319661140442
35,0:02:55,commoo3,0.09572894871234894
36,0:03:00,tawowl1,0.1259581297636032
37,0:03:05,watrai1,0.11538105458021164
38,0:03:10,tawowl1,0.053956713527441025
39,0:03:15,tawowl1,0.13218510150909424
40,0:03:20,tawowl1,0.14549963176250458
41,0:03:25,tawowl1,0.17927783727645874
42,0:03:30,tawowl1,0.10944470018148422
43,0:03:35,tawowl1,0.10031139105558395
44,0:03:40,tawowl1,0.14869585633277893
45,0:03:45,eueowl1,0.10142160207033157
46,0:03:50,tawowl1,0.09634353220462799
47,0:03:55,tawowl1,0.12575356662273407
48,0:04:00,tawowl1,0.07939853519201279
49,0:04:05,tawowl1,0.08493565768003464
50,0:04:10,tawowl1,0.06931953132152557
