2022-12-31,01,12.542,12.257,12.759,12.531,12.236,12.781,12.560,12.270,12.790,12.548,12.280,12.780,11.943,11.676,12.197,12.509,94.623,0.000,0.000,376.138,375.753,3.156,0.000,0.000,370.693,0.000,6398.083,4.350,-999.000,-999.000,100.306,0.200,0.200,5.845,12.110,234.847,4.516,11.500,234.409,0.264,8.052,7.940,8.170,6.656,6.589,6.720,6.456,6.425,6.484,-999.000,-999.000,-999.000,8.923,10.681,9.861,9.728,9.944,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.920,6.917,6.933,6.455,4.933,6.551,17.747,0.671,0.668,0.675,0.710,0.684,0.686,0.678,0.733,0.531,,,,,,,,
2022-12-31,02,12.001,11.873,12.257,12.017,11.885,12.249,12.047,11.950,12.270,12.055,11.960,12.280,11.488,11.401,11.679,12.018,94.787,0.000,0.000,374.048,373.202,3.893,0.000,0.000,371.138,0.000,6958.567,2.130,-999.000,-999.000,100.312,0.200,0.200,4.399,7.980,249.221,3.348,6.730,249.459,0.263,8.205,8.176,8.225,6.768,6.714,6.819,6.499,6.474,6.511,-999.000,-999.000,-999.000,8.901,10.675,9.914,9.852,9.950,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.946,6.917,6.974,6.898,5.582,7.153,16.533,0.671,0.670,0.674,0.710,0.684,0.687,0.678,0.733,0.532,,,,,,,,
2022-12-31,03,11.636,11.398,11.889,11.629,11.370,11.908,11.675,11.430,11.930,11.666,11.410,11.930,11.188,10.981,11.462,11.620,95.125,0.000,0.000,373.083,371.408,4.813,0.000,0.000,368.810,0.000,7083.683,1.000,-999.000,-999.000,100.317,0.200,0.200,3.960,6.290,230.235,2.968,5.940,228.075,0.262,8.190,8.167,8.212,6.843,6.809,6.888,6.515,6.508,6.528,-999.000,-999.000,-999.000,8.881,10.688,9.806,9.729,9.862,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.946,6.922,6.964,6.692,6.086,7.408,14.045,0.672,0.673,0.674,0.710,0.684,0.687,0.678,0.734,0.532,,,,,,,,
2022-12-31,04,11.333,11.282,11.392,11.313,11.238,11.398,11.335,11.270,11.450,11.304,11.210,11.410,10.886,10.795,11.034,11.279,95.180,0.000,0.000,373.267,370.283,6.127,0.000,0.000,365.547,0.000,6499.050,3.070,-999.000,-999.000,100.325,0.200,0.200,4.262,6.310,221.024,3.294,5.450,220.261,0.263,8.198,8.187,8.218,6.943,6.888,7.004,6.563,6.524,6.608,-999.000,-999.000,-999.000,8.924,10.684,9.712,9.685,9.750,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.921,6.912,6.932,6.202,6.223,7.175,11.886,0.673,0.675,0.674,0.710,0.684,0.687,0.679,0.735,0.532,,,,,,,,
2022-12-31,05,11.166,11.056,11.289,11.138,11.019,11.281,11.171,11.100,11.280,11.127,11.050,11.260,10.739,10.670,10.857,11.085,97.112,0.000,0.000,374.168,370.277,7.045,0.000,0.000,368.312,0.000,6060.800,3.480,-999.000,-999.000,100.310,0.200,0.200,3.654,6.410,200.881,2.750,5.810,198.694,0.261,8.191,8.189,8.198,7.028,6.991,7.080,6.624,6.601,6.664,-999.000,-999.000,-999.000,8.912,10.679,9.668,9.616,9.695,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.935,6.919,6.960,5.758,6.167,6.821,10.910,0.674,0.675,0.674,0.710,0.685,0.687,0.679,0.735,0.533,,,,,,,,
2022-12-31,06,11.490,11.131,11.718,11.497,11.127,11.747,11.527,11.190,11.770,11.514,11.140,11.790,11.144,10.785,11.381,11.503,96.817,0.000,0.000,375.570,371.750,6.638,0.000,0.000,367.413,0.000,6673.367,1.200,-999.000,-999.000,100.314,0.200,0.200,4.862,8.030,205.105,3.740,7.640,203.063,0.260,8.198,8.189,8.224,7.097,7.073,7.119,6.664,6.646,6.689,-999.000,-999.000,-999.000,8.904,10.685,9.646,9.616,9.687,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.923,6.906,6.943,5.509,6.131,6.713,10.388,0.674,0.675,0.674,0.710,0.685,0.687,0.679,0.736,0.533,,,,,,,,
2022-12-31,07,11.902,11.638,12.664,11.899,11.623,12.682,11.951,11.690,12.700,11.933,11.640,12.690,11.584,11.316,12.223,11.917,96.475,0.000,0.000,378.043,373.655,7.438,0.000,0.000,369.020,0.000,6925.700,0.750,-999.000,-999.000,100.346,0.200,0.200,4.488,8.490,208.976,3.450,7.030,207.315,0.260,8.212,8.196,8.229,7.129,7.094,7.169,6.685,6.642,6.708,-999.000,-999.000,-999.000,8.902,10.680,9.710,9.670,9.774,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.925,6.909,6.938,5.392,6.062,6.708,10.774,0.675,0.676,0.674,0.710,0.685,0.687,0.679,0.736,0.533,,,,,,,,
2022-12-31,08,13.274,12.724,13.522,13.279,12.758,13.526,13.335,12.820,13.620,13.322,12.810,13.600,12.748,12.347,12.982,13.277,96.397,0.020,0.000,380.890,380.060,3.674,0.247,0.000,375.558,0.000,6337.983,6.470,-999.000,-999.000,100.364,0.200,0.200,6.228,12.800,224.359,4.905,10.830,222.783,0.259,8.257,8.225,8.322,7.191,7.156,7.220,6.729,6.686,6.758,-999.000,-999.000,-999.000,8.883,10.665,9.989,9.780,10.220,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.927,6.894,6.949,5.471,6.064,6.811,12.801,0.675,0.676,0.675,0.710,0.685,0.687,0.679,0.736,0.533,,,,,,,,
2022-12-31,09,13.222,13.038,13.419,13.256,13.034,13.536,13.306,13.100,13.570,13.324,13.120,13.610,12.418,12.212,12.851,13.283,92.973,4.995,0.031,376.847,378.888,4.843,5.875,0.000,370.247,0.000,6719.083,3.440,-999.000,-999.000,100.430,0.200,0.200,8.180,15.140,237.416,6.430,11.990,236.443,0.257,8.363,8.315,8.433,7.244,7.203,7.272,6.772,6.741,6.787,-999.000,-999.000,-999.000,8.898,10.665,10.416,10.226,10.534,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.941,6.936,6.956,6.472,6.138,7.440,16.218,0.675,0.676,0.675,0.710,0.686,0.688,0.679,0.737,0.533,,,,,,,,
2022-12-31,10,13.613,13.038,14.466,13.637,13.034,14.507,13.683,13.090,14.570,13.671,13.110,14.530,13.019,12.363,13.885,13.636,91.240,44.683,6.430,366.618,379.888,24.983,45.797,0.000,359.082,0.000,7641.317,0.000,-999.000,-999.000,100.540,0.200,0.200,6.554,11.630,227.724,5.123,9.820,226.725,0.257,8.511,8.433,8.596,7.293,7.259,7.340,6.813,6.781,6.859,-999.000,-999.000,-999.000,8.897,10.659,10.674,10.534,10.827,-999.000,-999.000,-999.000,-999.000,-999.000,-999.000,6.944,6.928,6.969,7.395,6.387,8.378,16.836,0.676,0.676,0.675,0.710,0.686,0.688,0.680,0.737,0.533,,,,,,,,
